,origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
400,190361268,309656499#1,3.119328887310225,36.0,79.0,134.0,237.0,327.0,411.0,510.0,576.0,572.0,545.0,4996
401,109373094,122763953#0,9.601913431830551,24.0,147.0,167.0,131.0,153.0,197.0,231.0,253.0,300.0,353.0,5001
402,-30966482,-29267682#1,9.506477946505196,23.0,265.0,550.0,741.0,721.0,700.0,563.0,437.0,320.0,214.0,4844
403,-679458136#1,659556220,17.16487841336999,1.0,0.0,0.0,18.0,90.0,251.0,456.0,729.0,780.0,759.0,5001
404,32601842,128167840#0,10.179414406837006,29.0,83.0,460.0,420.0,426.0,409.0,415.0,365.0,251.0,217.0,3524
405,32601842,121906083#1,11.73806483590324,134.0,514.0,868.0,767.0,585.0,428.0,373.0,333.0,253.0,184.0,4951
406,-24224587#1,185140324,8.809360628084962,35.0,67.0,169.0,269.0,416.0,646.0,781.0,796.0,645.0,477.0,4994
407,-26827930#3,-103640434,2.2035347236345526,111.0,404.0,589.0,461.0,195.0,48.0,7.0,6.0,1.0,0.0,1822
408,100968568,33972763#0,13.865062173444487,1.0,8.0,47.0,160.0,304.0,522.0,712.0,737.0,749.0,599.0,5001
409,161175236#1,-664645385,1.090159890515214,12.0,37.0,114.0,225.0,347.0,367.0,296.0,187.0,166.0,89.0,1959
410,-121997939#4,164719711#12,7.912100932221361,1.0,3.0,25.0,153.0,359.0,523.0,662.0,721.0,672.0,575.0,5001
411,164719711#0,35302147#0-AddedOffRampEdge,1.0375547677991666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
412,-110874349#2,27620787#3,0.3498086260256677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
413,44073105,128364009#3,4.416892607186808,110.0,224.0,259.0,356.0,436.0,647.0,685.0,640.0,490.0,364.0,4990
414,-26664860,60349903#0,0.4011372799897914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
415,-24391309,103271274,1.1299760297000137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
416,572824576#0,-215637534#11,3.0923935265504885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
417,24210659#1,205393584#0,2.830324936275146,49.0,464.0,1024.0,846.0,493.0,167.0,45.0,11.0,3.0,0.0,3102
418,128321262#0,27612696#0,4.47951607249676,90.0,170.0,414.0,638.0,647.0,676.0,580.0,522.0,374.0,237.0,4868
419,30010340,38530631#5,13.326242755483468,1.0,2.0,41.0,144.0,334.0,567.0,688.0,653.0,532.0,497.0,5001
420,131476997#2,-48500324#1,6.03882803949706,10.0,138.0,423.0,669.0,777.0,676.0,503.0,448.0,376.0,286.0,5001
421,164719711#11,28607655,2.1947782221957874,4.0,0.0,2.0,4.0,19.0,34.0,42.0,47.0,78.0,100.0,701
422,27620679#0,-103271274,7.835613418474627,154.0,547.0,942.0,825.0,805.0,687.0,502.0,306.0,125.0,55.0,4994
423,-141760474#2,30965267,23.6699136496379,1.0,5.0,72.0,212.0,445.0,662.0,742.0,648.0,577.0,442.0,5001
424,55616698#10,27898286#0,1.196992353586138,50.0,90.0,158.0,166.0,185.0,178.0,137.0,106.0,75.0,42.0,1233
425,-121222227#1,24358810#0,9.152272536791624,23.0,84.0,252.0,399.0,599.0,733.0,745.0,676.0,527.0,408.0,5001
426,-27620985#1,27333382,1.2647759312729392,7.0,18.0,39.0,80.0,87.0,92.0,105.0,93.0,74.0,64.0,803
427,165557024#1,24210659#1,19.139951500326724,1.0,0.0,46.0,210.0,495.0,726.0,882.0,906.0,745.0,482.0,5001
428,32601842,27920496,12.45108024940843,109.0,501.0,847.0,791.0,588.0,440.0,341.0,276.0,262.0,188.0,4977
429,-28663757#1,122379760#3,1.0811640879346898,11.0,37.0,60.0,64.0,48.0,47.0,44.0,26.0,3.0,0.0,340
430,-22897852#3,196795239#2,2.7538555980948027,2.0,5.0,2.0,7.0,2.0,3.0,4.0,7.0,1.0,9.0,180
431,26153682,185168219#0,2.8179524033606165,6.0,13.0,40.0,89.0,95.0,92.0,57.0,22.0,35.0,33.0,580
432,-26945406,24210659#1,19.30033766720127,1.0,1.0,54.0,212.0,497.0,778.0,939.0,903.0,762.0,457.0,5001
433,27359083#3,572824576#0,25.41777331056267,1.0,1.0,33.0,115.0,272.0,418.0,520.0,614.0,678.0,608.0,5001
434,164719711#0,123974277#6,13.654209501826772,132.0,171.0,174.0,275.0,416.0,406.0,408.0,371.0,379.0,346.0,4974
435,189749281#0,-20894081#0,1.004925923564637,16.0,50.0,126.0,202.0,315.0,317.0,271.0,195.0,109.0,80.0,1761
