origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths,theta
86198184#0,27340399#0,8.708708217122943,3.0,33.0,120.0,363.0,869.0,1595.0,2482.0,3365.0,4049.0,4496.0,5001,0.5796591855021324
22978853,122185766#0,1.7235826758942876,104.0,771.0,2021.0,2958.0,3590.0,3973.0,4142.0,4204.0,4233.0,4244.0,4247,0.601257504188035
26801007#2,24164250#2,3.162228913469414,12.0,70.0,267.0,582.0,1070.0,1632.0,2242.0,2890.0,3414.0,3842.0,4998,0.49360265479432686
-126146476,28677439#0,2.266274898873794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.31560694385561117
107305183#1,-28676357#2,0.8263223568017383,3.0,15.0,46.0,93.0,137.0,176.0,202.0,218.0,226.0,230.0,230,0.24926973493433438
-122372670#2,625321643,14.326858286923985,1.0,8.0,34.0,154.0,479.0,1111.0,1928.0,2743.0,3493.0,4042.0,5001,0.40730856090990064
128669220#6,757342085,9.4368617663281,1.0,7.0,48.0,171.0,396.0,748.0,1275.0,1946.0,2661.0,3306.0,5001,0.6129025305833429
-164752118,-122372670#2,22.775393915734973,1.0,1.0,5.0,35.0,174.0,494.0,1056.0,1787.0,2620.0,3355.0,5001,0.9478043279484295
22978888#0,23914013#3,1.487201757226614,3.0,19.0,147.0,434.0,837.0,1182.0,1443.0,1657.0,1841.0,1986.0,2251,0.4538959661300099
22943369,35741203#0,7.806598451451799,4.0,20.0,78.0,219.0,437.0,739.0,1181.0,1699.0,2272.0,2901.0,5001,0.44695912042542446
113973904,181521214,12.70574821503196,1.0,1.0,23.0,141.0,406.0,777.0,1208.0,1699.0,2170.0,2657.0,5001,0.9030116647700211
26665054#0,22885903#1,1.871726256729055,84.0,327.0,903.0,1693.0,2483.0,3243.0,3835.0,4241.0,4507.0,4627.0,4782,0.8441962612890246
86198184#0,35741203#0,12.535557140816689,1.0,4.0,70.0,292.0,694.0,1237.0,1816.0,2378.0,2871.0,3313.0,5001,0.8035379155926283
121464271#0,26592323#0,4.989242587693317,28.0,117.0,304.0,579.0,909.0,1265.0,1683.0,2133.0,2655.0,3218.0,4999,0.832108457758789
278328412#0,107305183#1,0.7072341505338732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.19644524171694502
95644996#1,81754940,2.202115009044813,168.0,604.0,1344.0,2125.0,2784.0,3245.0,3581.0,3823.0,3977.0,4072.0,4218,0.32079038399627324
-122291185,202294089#1,4.672656157269094,74.0,263.0,770.0,1430.0,2171.0,2979.0,3640.0,4118.0,4423.0,4588.0,4845,0.2562633690143396
113973904,664645393,2.910582918542941,470.0,1729.0,2745.0,3247.0,3495.0,3629.0,3706.0,3755.0,3783.0,3792.0,3812,0.12178830352324069
126432001#2,192076282,2.04812863594518,20.0,156.0,602.0,1243.0,1794.0,2359.0,2819.0,3137.0,3368.0,3480.0,3569,0.6761986007388513
144175042#0,22978888#0,1.331874070115845,15.0,87.0,178.0,237.0,305.0,438.0,643.0,782.0,812.0,818.0,818,0.40696215219455684
-424551716#3,110699722,1.1619944223582028,7.0,21.0,47.0,69.0,88.0,115.0,137.0,162.0,181.0,203.0,219,0.1600497387283649
126432001#2,209407943,2.161336859011035,11.0,46.0,313.0,831.0,1553.0,2289.0,2898.0,3340.0,3632.0,3825.0,4054,0.9771827921102738
664645393,190502846#3,6.366959395529192,5.0,100.0,423.0,1082.0,1861.0,2596.0,3213.0,3737.0,4144.0,4461.0,5001,0.3466540202685371
107305183#1,200858512#0,2.1271822849788347,8.0,100.0,436.0,1008.0,1656.0,2246.0,2781.0,3213.0,3527.0,3752.0,4091,0.8016770648823246
-126146476,202591022#1,3.5999603879849245,33.0,156.0,448.0,857.0,1328.0,1808.0,2350.0,2962.0,3477.0,3963.0,4995,0.6082803566682413
27494708#0,27317814,9.04063656762074,2.0,10.0,60.0,169.0,349.0,626.0,1013.0,1513.0,2090.0,2698.0,5001,0.5841482159892937
28117579#1,-78411474,19.138928803560475,1.0,3.0,39.0,164.0,482.0,1113.0,1924.0,2796.0,3601.0,4171.0,5001,0.9300748209036552
230519287#4,-122372670#2,8.106844903471023,10.0,70.0,204.0,409.0,717.0,1221.0,1810.0,2378.0,2911.0,3381.0,4581,0.24796352930114804
-119227697#2,-52031786#4,20.649200867788945,1.0,1.0,42.0,202.0,550.0,1033.0,1646.0,2426.0,3155.0,3802.0,5001,0.9044397082481671
-116574763#7,-103271294#1,22.411647971655267,1.0,1.0,1.0,7.0,66.0,318.0,749.0,1371.0,2070.0,2795.0,5001,0.8882296923123131
107305183#1,126432001#2,1.987797533062576,4.0,35.0,167.0,515.0,1076.0,1698.0,2315.0,2810.0,3169.0,3426.0,4131,0.6120766416733496
26592323#0,51081959#0,0.5358359316917405,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3,0.05361343921538805
26801069#2,202591022#1,1.0342870906369852,2.0,5.0,6.0,7.0,7.0,8.0,9.0,13.0,28.0,49.0,228,0.14854021131250036
121464271#0,-118569836#4,4.189877847199857,26.0,147.0,467.0,1106.0,1919.0,2626.0,3274.0,3758.0,4128.0,4432.0,5000,0.6858644548966728
247815600#0,22885424#0,4.127762184600423,13.0,74.0,272.0,556.0,953.0,1455.0,2011.0,2576.0,3192.0,3704.0,5001,0.8508900408328338
27634237,625321643,23.940213703316644,1.0,1.0,3.0,18.0,107.0,337.0,718.0,1295.0,2000.0,2709.0,5001,0.898366367478474
184817931#0,27340399#0,9.813836340039073,5.0,32.0,209.0,710.0,1576.0,2644.0,3580.0,4209.0,4583.0,4795.0,5001,0.5716481170271971
27896854#1,223345795#3,11.480740259306955,2.0,57.0,293.0,788.0,1458.0,2092.0,2667.0,3135.0,3547.0,3861.0,5001,0.7096338846485447
27478669#1,22801764#5,11.320736220976816,1.0,1.0,18.0,124.0,433.0,1003.0,1692.0,2361.0,2985.0,3545.0,5001,0.8882724991732143
24162878#0,110699722,0.9526338820399564,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.1221760224769404
-27635011,-119227697#2,18.857357674280856,1.0,1.0,1.0,22.0,90.0,272.0,580.0,986.0,1474.0,2011.0,5001,0.6729178747500765
-603411412,-192110348#2,3.3759529691826144,39.0,273.0,804.0,1525.0,2262.0,2934.0,3442.0,3852.0,4156.0,4366.0,4997,0.6003518561683583
192076282,199249790,2.574573319826884,38.0,151.0,457.0,979.0,1511.0,2170.0,2823.0,3355.0,3707.0,3918.0,4239,0.9263043827193611
122599933#2,184817931#0,9.40775374002042,2.0,30.0,101.0,259.0,539.0,1060.0,1775.0,2583.0,3355.0,3971.0,5001,0.6193169730823804
28676913#0,192076282,0.9930297506679304,1.0,1.0,2.0,5.0,15.0,32.0,62.0,126.0,205.0,322.0,605,0.22754558312624076
227764339#0,-442245186#0,3.841274766087174,8.0,34.0,44.0,44.0,44.0,66.0,66.0,66.0,66.0,66.0,66,0.09253119626867047
-201419943#1,22885903#1,1.4145851716063995,4.0,30.0,81.0,220.0,405.0,618.0,859.0,1075.0,1261.0,1396.0,1769,0.4301930619144293
-126146476,184688750,4.712913570290572,29.0,276.0,720.0,1403.0,2202.0,3045.0,3740.0,4226.0,4583.0,4781.0,5000,0.7040841353261332
34860256#0,121464271#0,1.7904749421218094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.21222501449072392
32819285#0,-116574763#7,6.137576407541809,146.0,645.0,1392.0,2202.0,2841.0,3308.0,3682.0,3947.0,4115.0,4231.0,4405,0.16731013286717034
-201419943#1,-23800711,1.755480026384136,17.0,126.0,505.0,1126.0,1906.0,2677.0,3286.0,3697.0,3936.0,4061.0,4160,0.5474380209342588
-122291185,-26944473#4,1.780747400658086,5.0,15.0,69.0,220.0,519.0,911.0,1259.0,1504.0,1673.0,1748.0,1815,0.08405943589961537
-28676357#2,28674038#0,1.450073169646859,5.0,17.0,51.0,125.0,261.0,435.0,711.0,1035.0,1327.0,1576.0,1934,0.4831054231156882
28096061,-103271294#1,24.04405765319315,1.0,1.0,1.0,8.0,46.0,176.0,500.0,968.0,1580.0,2298.0,5001,0.7746365961712155
236894418#0,200858512#0,2.4518105732706985,64.0,297.0,738.0,1266.0,1843.0,2391.0,2826.0,3201.0,3515.0,3713.0,4178,0.9282057128845536
128676656#2,858876401#0,3.338591677649715,20.0,41.0,114.0,258.0,506.0,859.0,1344.0,1879.0,2482.0,3050.0,4973,0.46543843039246524
113973904,-26944473#4,12.82268898056308,1.0,2.0,15.0,102.0,325.0,713.0,1212.0,1839.0,2413.0,2925.0,5001,0.8723536763912039
-119227697#2,-121677309,16.772009528241846,1.0,1.0,8.0,63.0,255.0,678.0,1300.0,2070.0,2765.0,3410.0,5001,0.5038555289230006
-124046218#1,202591022#1,4.112077214219086,5.0,58.0,233.0,500.0,852.0,1273.0,1734.0,2186.0,2601.0,3005.0,5001,0.8670892525224463
-52031786#4,27931982,4.817733034909696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.12126246454547134
122599933#2,-122291185,6.9375948204996565,24.0,107.0,310.0,573.0,929.0,1418.0,2080.0,2852.0,3539.0,4115.0,5001,0.40458932198133746
22943369,-26943239#3,4.2962047431373644,24.0,131.0,307.0,639.0,1132.0,1679.0,2378.0,3021.0,3533.0,3971.0,5001,0.23564224616599924
184817931#0,181521214,1.9900319089198784,239.0,1150.0,1973.0,2436.0,2727.0,2958.0,3108.0,3194.0,3223.0,3233.0,3237,0.09396644363734734
28096061,625321643,7.312746912956718,12.0,85.0,291.0,612.0,1125.0,1821.0,2531.0,3272.0,3892.0,4291.0,5001,0.18899087022175814
26665054#0,22978888#0,1.3357609772700754,3.0,7.0,8.0,15.0,43.0,74.0,134.0,188.0,247.0,313.0,754,0.3894950403497144
22978853,463432074#0,2.282519998995153,41.0,239.0,806.0,1596.0,2431.0,3110.0,3700.0,4082.0,4350.0,4516.0,4716,0.9893759166180844
128648701,121464271#0,3.2119249607332727,203.0,801.0,1456.0,2137.0,2722.0,3170.0,3579.0,3880.0,4067.0,4220.0,4471,0.4014135283959449
49089747#0,200858512#0,1.227881624521456,23.0,97.0,261.0,556.0,769.0,936.0,1025.0,1068.0,1086.0,1099.0,1105,0.3681710475374873
184817931#0,-143571769#4,3.7924871446516817,41.0,208.0,470.0,821.0,1186.0,1636.0,2186.0,2755.0,3314.0,3784.0,4997,0.1855400992943833
-28676357#2,278328412#0,1.6397117430997574,16.0,61.0,209.0,522.0,890.0,1333.0,1692.0,1921.0,2029.0,2074.0,2101,0.44571497665127935
-118569836#4,51081959#0,1.6319309364509402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.1998574420775043
32819285#0,99440052#0,17.398651230048984,32.0,118.0,210.0,360.0,555.0,869.0,1342.0,1857.0,2451.0,3034.0,4973,0.5211040029953417
247815600#0,26801069#2,2.107795932222317,55.0,331.0,786.0,1240.0,1661.0,2037.0,2510.0,2909.0,3238.0,3442.0,3755,0.34879831140835216
-612775345#2,190502846#3,3.481962436024099,104.0,351.0,720.0,1133.0,1531.0,2038.0,2589.0,3086.0,3522.0,3974.0,4972,0.1813067773157021
184817931#0,217582008#5,12.76454434398505,1.0,3.0,12.0,85.0,325.0,720.0,1182.0,1649.0,2140.0,2562.0,5001,0.8198583950167959
110699722,81754940,3.115745596908744,12.0,68.0,261.0,674.0,1224.0,1873.0,2497.0,3093.0,3607.0,4046.0,5001,0.4719953269229326
190502846#3,35741203#0,11.343947290456107,1.0,6.0,44.0,195.0,482.0,911.0,1465.0,2049.0,2524.0,2947.0,5001,0.7269576097840297
-26944473#4,122599933#2,8.082926157496749,24.0,86.0,199.0,461.0,971.0,1804.0,2751.0,3526.0,4073.0,4457.0,5001,0.48864875788095274
51081959#0,128676656#2,3.2196805975854,19.0,91.0,276.0,620.0,1158.0,1820.0,2528.0,3105.0,3595.0,4020.0,4993,0.46543843039246524
858876401#0,95644996#1,3.228252042467345,35.0,286.0,643.0,1196.0,1686.0,2255.0,2799.0,3359.0,3837.0,4177.0,4991,0.5311991074304103
278328412#0,22978888#0,0.944781950787189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.2704087121966763
-126146476,22890785#1,2.5857148566047488,36.0,118.0,413.0,763.0,1324.0,2034.0,2701.0,3320.0,3756.0,4051.0,4338,0.37451055076068596
51081959#0,-126146476,5.154771918643661,6.0,35.0,153.0,401.0,785.0,1267.0,1785.0,2317.0,2828.0,3266.0,5001,0.8475223359025802
1029004063,128669220#6,11.264378783413964,3.0,24.0,99.0,277.0,690.0,1242.0,1853.0,2472.0,3076.0,3569.0,5001,0.727781923432134
-207814830,-122372670#2,23.33732582821325,1.0,1.0,3.0,32.0,163.0,397.0,731.0,1221.0,1816.0,2436.0,5001,0.7816059417017981
27494708#0,190502846#3,5.423633077369031,9.0,58.0,217.0,492.0,896.0,1406.0,1954.0,2471.0,2948.0,3372.0,5001,0.3190285316805232
-143571769#4,-26943239#3,6.171712602857995,3.0,13.0,95.0,325.0,743.0,1347.0,2073.0,2818.0,3480.0,3976.0,5001,0.3517021916757661
34860256#0,-134473594,2.0193896234634905,6.0,20.0,35.0,83.0,156.0,371.0,596.0,743.0,788.0,798.0,811,0.2953002682009598
23590149#0,23914013#3,2.237246340553019,85.0,345.0,655.0,1051.0,1544.0,2174.0,2819.0,3399.0,3843.0,4175.0,4824,0.8320219294605317
26665517#0,24865859#0,1.695693503149358,30.0,170.0,557.0,1146.0,1649.0,2074.0,2298.0,2400.0,2442.0,2454.0,2470,0.5255079307463288
22978888#0,463432074#0,2.272149220082513,31.0,261.0,784.0,1391.0,1977.0,2573.0,3085.0,3601.0,3963.0,4207.0,4631,0.9542035044928765
-126146476,26801007#2,4.245450580411887,12.0,93.0,308.0,663.0,1120.0,1663.0,2179.0,2760.0,3380.0,3955.0,5001,0.8215638784787201
292494318#0,51081959#0,5.5550449760076095,5.0,65.0,272.0,695.0,1215.0,1789.0,2344.0,2823.0,3257.0,3636.0,5001,0.9813214431385737
192076282,232886171#6,1.9844353836133064,235.0,738.0,1728.0,2757.0,3396.0,3741.0,3905.0,3997.0,4049.0,4076.0,4095,0.5404482640823786
192076282,-201419943#1,0.9545683565833014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.19803020690159895
27494708#0,-612775345#2,8.266279997313134,2.0,20.0,151.0,498.0,1113.0,1896.0,2701.0,3413.0,3988.0,4375.0,5001,0.5003353089962254
26665517#0,22978888#0,1.1419869543936718,3.0,3.0,3.0,4.0,7.0,16.0,26.0,45.0,64.0,110.0,802,0.30973587800126695
217582008#5,664645393,5.950089854068924,28.0,140.0,348.0,682.0,1154.0,1680.0,2219.0,2726.0,3297.0,3789.0,5001,0.29890801691381336
184688750,95644996#1,2.880769954333054,92.0,317.0,753.0,1292.0,1842.0,2369.0,2788.0,3091.0,3298.0,3417.0,3767,0.3877609068539636
128669220#6,136065305#2,3.926570875085316,184.0,543.0,1143.0,1976.0,2792.0,3529.0,4034.0,4379.0,4599.0,4748.0,4902,0.19325333634342295
26801069#2,-134473594,3.7698397590163584,20.0,140.0,478.0,1064.0,1837.0,2695.0,3566.0,4177.0,4611.0,4839.0,5000,0.9975900835491709
22989573#0,27374273#1,3.331389429926713,75.0,461.0,1030.0,1723.0,2569.0,3310.0,3886.0,4347.0,4622.0,4772.0,4996,0.17170590423930784
181521214,50281042,7.279681506094823,6.0,14.0,58.0,173.0,473.0,973.0,1628.0,2380.0,3053.0,3656.0,5001,0.43204565532207534
23338252#0,26665517#0,1.889406262244587,163.0,388.0,726.0,1229.0,1770.0,2347.0,2912.0,3419.0,3831.0,4150.0,4700,0.6754566562522634
144175042#0,26665054#0,2.073851818209086,96.0,456.0,1160.0,1888.0,2598.0,3176.0,3629.0,3993.0,4267.0,4460.0,4747,0.7964571925442713
27896854#1,22943369,10.461670836564338,1.0,3.0,13.0,99.0,284.0,583.0,1095.0,1733.0,2475.0,3176.0,5001,0.9360820146072943
27459190#0,-103271294#1,20.420104591440364,1.0,1.0,5.0,39.0,172.0,528.0,1063.0,1673.0,2232.0,2749.0,5001,0.6296669817470489
199249790,23914013#3,1.467879652603844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.4817142216053963
128648701,-603411412,0.9266214601395611,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0.0814308800983608
26665517#0,22885903#1,1.8856130451003483,49.0,264.0,653.0,1212.0,1831.0,2487.0,3066.0,3600.0,4045.0,4393.0,4885,0.9239554236374722
50281042,27374273#1,9.21528576182215,15.0,65.0,137.0,290.0,660.0,1238.0,1991.0,2692.0,3360.0,3939.0,5001,0.578019758597984
49089747#0,-23800711,2.17294889993052,111.0,367.0,879.0,1462.0,2102.0,2729.0,3316.0,3813.0,4151.0,4434.0,4921,0.8845622574526537
184817931#0,113973904,13.402293439219788,1.0,1.0,15.0,88.0,270.0,570.0,967.0,1400.0,1849.0,2329.0,5001,0.9969781084073664
-201419943#1,22978853,1.3048715126164794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.39253621533587013
-94827734#6,183920511,22.37525841870955,1.0,17.0,95.0,357.0,890.0,1665.0,2482.0,3267.0,3867.0,4299.0,5001,0.7392821783347943
-116574763#7,230519287#4,4.210932853050417,12.0,31.0,61.0,122.0,193.0,377.0,749.0,1034.0,1273.0,1429.0,1558,0.12914750847281897
278328412#0,232886171#6,1.4370318898470082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.40812498143093523
202591022#1,-603411412,3.607022422399994,59.0,275.0,664.0,1181.0,1832.0,2583.0,3356.0,3997.0,4435.0,4691.0,5000,0.6615072378425827
-126146476,858876401#0,5.11850342306477,11.0,95.0,281.0,599.0,1034.0,1624.0,2251.0,2861.0,3415.0,3823.0,5001,0.8475223359025802
236894418#0,463432074#0,2.309135959642614,22.0,157.0,521.0,1023.0,1518.0,1965.0,2403.0,2832.0,3265.0,3635.0,4518,0.7537113860109166
166716866#0,190502846#3,3.2382638287422902,19.0,148.0,447.0,838.0,1228.0,1654.0,1998.0,2334.0,2682.0,3010.0,4765,0.164770486183683
22885424#0,26592323#0,3.140454616876429,30.0,129.0,354.0,736.0,1266.0,1876.0,2455.0,2954.0,3426.0,3815.0,4989,0.45826799085752384
23895836#0,278328412#0,2.857990736787796,16.0,127.0,412.0,856.0,1371.0,1969.0,2494.0,2934.0,3301.0,3620.0,4430,0.9524227508464709
-424551716#3,92811445#0,1.3562582468840203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.18295617273290604
-4245346#1,24164250#2,4.794695730298628,16.0,110.0,354.0,698.0,1115.0,1572.0,2049.0,2517.0,2951.0,3341.0,4998,0.7849514358795585
223345795#3,122599933#2,8.876449282546982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5717967352791594
-126146476,26592323#0,5.030976136686178,7.0,35.0,117.0,311.0,588.0,947.0,1344.0,1772.0,2245.0,2707.0,5001,0.9011357751179683
191483812#0,105351000,12.782698274077198,4.0,20.0,167.0,641.0,1577.0,2617.0,3508.0,4136.0,4537.0,4746.0,5001,0.35864010462729595
23645960#0,128676656#2,3.8779870335850393,7.0,54.0,258.0,739.0,1433.0,2034.0,2654.0,3154.0,3606.0,3983.0,5001,0.7277863126991277
136065305#2,-26944473#4,2.8212555953428105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.1473795343168762
166716866#0,27374273#1,7.834571095301594,1.0,17.0,96.0,361.0,871.0,1489.0,2153.0,2826.0,3334.0,3779.0,5001,0.47655912423889896
217582008#5,27494708#0,6.270131739841591,6.0,12.0,41.0,123.0,277.0,508.0,779.0,1110.0,1512.0,1961.0,5001,0.36677453503524704
92811445#0,202591022#1,3.824442301514029,16.0,135.0,399.0,834.0,1391.0,2053.0,2648.0,3192.0,3667.0,4050.0,4999,0.6256166154016539
35741203#0,757342085,8.151528072849604,1.0,17.0,133.0,441.0,872.0,1448.0,2092.0,2712.0,3303.0,3787.0,5001,0.48295333553041947
225105091#1,27237324,19.7991707642726,1.0,1.0,5.0,32.0,146.0,414.0,873.0,1496.0,2326.0,3124.0,5001,0.6574230728523107
