origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths,theta
264325836#0,44937066#0,5.735857889699576,13.0,110.0,369.0,905.0,1746.0,2849.0,4143.0,5551.0,6862.0,8252.0,15001,0.9597786151723815
23963458#0,-24599250#1,12.541465077522094,1.0,1.0,16.0,118.0,594.0,1703.0,3479.0,5442.0,7347.0,9126.0,15001,0.7844868801026524
27938300#0,274794949,1.08268443383671,14.0,50.0,115.0,189.0,322.0,452.0,519.0,564.0,631.0,690.0,735,0.2511894931542268
25941521#3,47333234#3,23.541863535901648,1.0,1.0,4.0,52.0,346.0,1193.0,2951.0,5238.0,7730.0,10072.0,15001,0.8403057602023085
141323229#0,53821087#0,5.542191046033032,13.0,91.0,382.0,1058.0,2230.0,4010.0,6218.0,8502.0,10451.0,11957.0,15000,0.32305502436570704
26702701#0,183217909#0,0.8676837829334415,14.0,37.0,56.0,77.0,112.0,196.0,296.0,372.0,416.0,432.0,434,0.1903899339947621
671578063,49810378#3,13.855868845364032,14.0,182.0,684.0,1664.0,3000.0,4764.0,6914.0,9141.0,11143.0,12701.0,15001,0.3812995107431579
173087862#0,30644507#0,4.900771423906401,38.0,441.0,1650.0,3555.0,5533.0,7420.0,9163.0,10745.0,12090.0,13186.0,15001,0.779730450447314
183876914#0,400738632#0,2.3036779410237185,58.0,563.0,1193.0,1999.0,3364.0,4616.0,5840.0,7149.0,8342.0,9247.0,10644,0.9553577227082228
231090808#0,-397316553#1,8.331876647848924,1.0,14.0,144.0,688.0,1907.0,3725.0,5952.0,8202.0,10000.0,11376.0,15001,0.4942193449994895
286603676#0,272654787#0,2.111059863563582,17.0,173.0,425.0,913.0,1653.0,2590.0,3794.0,4892.0,5822.0,6548.0,7557,0.6958902236840138
188280037#0,-374801261#1,5.026468139905246,29.0,327.0,1232.0,2841.0,4845.0,7048.0,9242.0,11111.0,12683.0,13740.0,15001,0.8627893356623647
275209595#0,-117421469#1,2.1688691541208005,31.0,333.0,1081.0,2517.0,4414.0,6406.0,8440.0,10240.0,11682.0,12783.0,14866,0.2813204931428408
279396997,188280037#0,3.9783696300569815,37.0,336.0,1247.0,2881.0,4830.0,6950.0,8960.0,10650.0,12016.0,13055.0,14999,0.6598836232839731
264338797#0,267716685#0,4.117716548058176,10.0,129.0,562.0,1421.0,2814.0,4698.0,7003.0,9268.0,11124.0,12568.0,15001,0.6695892731590047
264566222,270668145#0,3.192582202217119,22.0,96.0,364.0,1036.0,2240.0,4066.0,6260.0,8512.0,10539.0,12121.0,15001,0.5015054753261332
-891352731,-273827183,12.397522874539902,1.0,2.0,71.0,528.0,1796.0,3835.0,6279.0,8558.0,10413.0,11858.0,15001,0.32051461533928166
43061361,168734385#0,1.9231692380393803,30.0,422.0,2028.0,4908.0,7698.0,9724.0,10965.0,11744.0,12128.0,12333.0,12508,0.5882734631197365
26702701#0,24492702#0,2.1376115593766563,30.0,179.0,469.0,1312.0,2652.0,4355.0,6198.0,7748.0,8970.0,9830.0,11237,0.6397569485232417
59310725#0,353018598,18.57595267803348,1.0,3.0,121.0,681.0,1933.0,3739.0,6195.0,8726.0,10814.0,12296.0,15001,0.6395593167178956
-267683121#2,24233256#0,7.24942320823529,1.0,43.0,546.0,1953.0,4314.0,6686.0,8647.0,10329.0,11831.0,13061.0,15001,0.40383280076704864
168734365#0,30644507#0,2.4109053861406964,15.0,112.0,433.0,1434.0,3065.0,4861.0,6278.0,7276.0,7925.0,8326.0,9298,0.36213374415635696
168773906#0,24492702#0,1.4767050446188157,0.0,0.0,1.0,10.0,18.0,30.0,91.0,231.0,424.0,566.0,653,0.4072467991016264
-43079541#5,22958746,20.426659816604246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.9231463501091711
264526650#0,-40012050#1,1.9171077204309976,386.0,1098.0,2027.0,3624.0,4807.0,5486.0,5903.0,6173.0,6359.0,6457.0,6551,0.6015548658940938
37063199#0,400738632#0,1.2776539666469915,4.0,6.0,8.0,8.0,12.0,18.0,28.0,35.0,39.0,42.0,332,0.36026486671420394
-117421469#1,252418522#0,5.386610749198574,17.0,107.0,379.0,823.0,1562.0,2593.0,3878.0,5281.0,6794.0,8236.0,15001,0.8706486003859086
286801529#0,240289096,1.3601300598904076,11.0,75.0,264.0,701.0,1170.0,1516.0,1696.0,1874.0,2052.0,2165.0,2283,0.23517440535887865
24389793#0,-265317023#2,2.377314963760367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.08947858359850296
30644507#0,267716685#0,3.821211731472205,73.0,505.0,1410.0,3013.0,5420.0,8441.0,11201.0,13064.0,14134.0,14654.0,15001,0.7125472913444596
-183706085#2,275209595#0,3.066903706194452,21.0,363.0,1408.0,3194.0,5592.0,8142.0,10543.0,12370.0,13578.0,14291.0,15001,0.4483670042882524
168553861#0,272651839#0,1.416039693410617,42.0,171.0,593.0,1311.0,2265.0,3099.0,3489.0,3634.0,3686.0,3705.0,3713,0.49662386362927186
59310725#0,338297366#0,20.979232980280027,1.0,12.0,132.0,581.0,1589.0,3078.0,5003.0,7012.0,9014.0,10703.0,15001,0.7498291798250732
-183474089#1,28683825#0,3.6561090995066654,63.0,478.0,1614.0,3302.0,5144.0,6997.0,8811.0,10407.0,11700.0,12656.0,14998,0.5615062753915185
1009239804,202050743,7.17212268042621,45.0,397.0,1174.0,2348.0,3888.0,5588.0,7448.0,9256.0,10865.0,12142.0,15001,0.38435843377935486
23275822#0,266384990,12.168001411405214,1.0,6.0,103.0,658.0,2064.0,4104.0,6446.0,8678.0,10568.0,11984.0,15001,0.8991543367576655
25941521#3,-43079541#5,21.529097094840942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.9381384858884582
4017878#0,-183706085#2,0.9183222692120172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0911572341728725
-164940304#1,28683825#0,3.510802398851692,53.0,489.0,1352.0,2646.0,4390.0,6351.0,8308.0,10046.0,11500.0,12711.0,14998,0.5802916570180866
270668145#0,264338797#0,2.781716820737221,50.0,320.0,1112.0,2500.0,4345.0,6472.0,8521.0,10374.0,11776.0,12837.0,15001,0.3834374576186008
24692888#0,263347690#0,4.671130560182107,23.0,149.0,565.0,1253.0,2340.0,3882.0,5873.0,8046.0,10188.0,11912.0,14994,0.2399280047553232
273644584#0,184791186#0,2.8096016250287827,147.0,848.0,2208.0,4541.0,7274.0,9809.0,11819.0,13170.0,14016.0,14495.0,14970,0.40185121359713616
-374801261#1,277216237,5.524464013923085,10.0,68.0,264.0,744.0,1558.0,2762.0,4138.0,5497.0,6846.0,8140.0,15001,0.9230331035734995
-93470258#6,671578063,3.658140275347129,615.0,942.0,1752.0,3932.0,6162.0,7500.0,8726.0,9298.0,9518.0,9614.0,9655,0.07276301648342953
141323229#0,275262133,6.627461637619574,6.0,117.0,390.0,950.0,1702.0,2806.0,4046.0,5465.0,6927.0,8435.0,15001,0.37463508402315765
24359728,-140425776,11.313378751950038,1.0,2.0,37.0,334.0,1159.0,2543.0,4172.0,5884.0,7666.0,9366.0,15001,0.7239155431623842
286583306#0,204049387#0,1.70928469487963,23.0,216.0,712.0,1630.0,3087.0,4943.0,6810.0,8368.0,9320.0,9875.0,10489,0.5032567876268367
-23729238#2,273260698#0,2.548957433343823,118.0,298.0,597.0,1065.0,1645.0,2222.0,2954.0,3651.0,4358.0,5087.0,11664,0.7028302166376942
263676503#0,23275822#0,10.319802782336057,1.0,1.0,31.0,239.0,902.0,2265.0,4184.0,6407.0,8570.0,10556.0,15001,0.8024310345693392
285197074#0,4858693#0,2.7818015637237417,245.0,1445.0,3600.0,6127.0,8571.0,10711.0,12194.0,13154.0,13678.0,13936.0,14163,0.9632576125882373
7980203#0,264566222,3.194216964235025,11.0,89.0,335.0,908.0,2009.0,3695.0,5772.0,8025.0,10066.0,11720.0,15001,0.45117316495695614
-374801261#1,288922902#0,0.6922427667374403,0.0,0.0,1.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6,0.08685690221478658
184791186#0,-164940304#1,4.95460242638209,14.0,170.0,726.0,1772.0,3226.0,4952.0,6720.0,8438.0,10037.0,11418.0,15001,0.8893062165542189
202050743,263347690#0,13.739354613018731,1.0,4.0,64.0,403.0,1325.0,2848.0,4876.0,6857.0,8795.0,10388.0,15001,0.927183537736922
-201671810#0,-24643657,24.359572568190565,1.0,1.0,46.0,327.0,1060.0,2391.0,4450.0,6866.0,9142.0,10850.0,15001,0.8505498171405742
182821974,43061361,0.8127334989454411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.19104021956676132
265517063#0,23634535#0,10.174828918679363,1.0,9.0,266.0,1251.0,3059.0,5293.0,7689.0,9867.0,11679.0,13032.0,15001,0.7052643539502246
141323229#0,231090808#0,7.401927277677236,3.0,47.0,219.0,517.0,1053.0,1880.0,3065.0,4557.0,6241.0,8035.0,15001,0.4174684076407123
168553861#0,-160615594#1,1.6059960857527658,0.0,56.0,443.0,1144.0,1901.0,2568.0,3168.0,3567.0,3851.0,4049.0,4165,0.5584506130166882
270442487#0,-140425776,11.95627647017017,1.0,1.0,12.0,145.0,745.0,1890.0,3506.0,5175.0,6967.0,8528.0,15001,0.7808805938436694
231090808#0,23429698#0,6.3786682456872805,10.0,88.0,274.0,572.0,933.0,1462.0,2152.0,2984.0,4046.0,5175.0,15001,0.3401268755676519
273644584#0,-183474089#1,2.610307399579304,235.0,1168.0,2692.0,4952.0,7658.0,10267.0,12353.0,13680.0,14371.0,14724.0,14958,0.37074706463331203
-306799128,171826000,1.486490593467238,52.0,277.0,643.0,898.0,1163.0,1371.0,1474.0,1552.0,1764.0,2017.0,3191,0.26011183083502154
-164940304#1,286801529#0,0.9190478351517292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.11950280311663752
-306799128,288922902#0,3.707645853384884,30.0,176.0,605.0,1445.0,2638.0,4106.0,5645.0,7236.0,8777.0,10151.0,15001,0.514901525099328
263676503#0,270442487#0,3.620735869940811,180.0,731.0,1818.0,3350.0,5230.0,7065.0,8688.0,10047.0,11183.0,12081.0,14746,0.19911381221311644
168773907#0,172927150#0,2.090698171138794,540.0,1741.0,2741.0,3409.0,3954.0,4677.0,5457.0,6201.0,6729.0,7180.0,8906,0.6824985244579481
270442487#0,-926309945,5.803748746343549,1.0,61.0,425.0,1408.0,3129.0,5278.0,7477.0,9589.0,11215.0,12538.0,14997,0.30464899734325357
24233256#0,23429698#0,8.853058190732044,1.0,7.0,105.0,456.0,1187.0,2371.0,3962.0,5606.0,7320.0,9048.0,15001,0.5419649851790382
-23820762#2,23249319#0,1.93301981809724,55.0,211.0,656.0,1660.0,3145.0,5013.0,6743.0,8266.0,9599.0,10569.0,12565,0.24272909878835913
-926309945,275262133,13.712626467821265,1.0,2.0,50.0,349.0,1061.0,2134.0,3514.0,5000.0,6507.0,8096.0,15001,0.9577628324081435
204049387#0,4858693#0,0.9667619933552416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.25741114225448203
168773906#0,7980623#0,1.97629559399127,298.0,1155.0,2464.0,3698.0,4686.0,5402.0,5925.0,6237.0,6382.0,6446.0,6488,0.5612781374255832
266384990,265517063#0,10.12759248476922,1.0,24.0,510.0,2470.0,5923.0,9524.0,12168.0,13673.0,14377.0,14724.0,15001,0.6430784990032751
997690719,272651839#0,1.7068179393820209,32.0,283.0,679.0,1595.0,3744.0,5921.0,7309.0,7944.0,8170.0,8238.0,8287,0.5953071957972222
188280037#0,171826000,1.2069012793572895,4.0,8.0,19.0,32.0,52.0,71.0,90.0,111.0,123.0,137.0,144,0.17463288194280188
263347690#0,24389793#0,13.866263655568837,1.0,2.0,16.0,164.0,961.0,2708.0,4957.0,7326.0,9333.0,10930.0,15001,0.9499243195392508
264325836#0,279394415#0,3.9218836362740426,85.0,411.0,1251.0,2582.0,4310.0,6140.0,7812.0,9267.0,10500.0,11516.0,14996,0.5755510972167749
8154591#0,44937066#0,1.5611154330671575,15.0,166.0,823.0,2047.0,3648.0,5563.0,7415.0,8882.0,10023.0,10726.0,11513,0.17966663383753767
23118985#0,45326754,13.80323660107529,1.0,6.0,42.0,210.0,686.0,1544.0,2618.0,4121.0,5804.0,7625.0,15001,0.9691892235962105
-397316553#1,23634535#0,9.363675578601514,1.0,9.0,97.0,643.0,1877.0,3684.0,5921.0,8255.0,10250.0,11819.0,15001,0.637810173095313
353018598,59310725#0,18.128941908861183,1.0,6.0,99.0,512.0,1304.0,2486.0,4241.0,6649.0,9005.0,10974.0,15001,0.6395593167178956
288922902#0,173087862#0,1.0639917170826667,2.0,4.0,24.0,83.0,139.0,237.0,383.0,580.0,858.0,1115.0,2108,0.12068090438214794
37063199#0,286583306#0,2.017800509261897,54.0,477.0,1653.0,3417.0,5221.0,6562.0,7543.0,8249.0,8795.0,9182.0,9659,0.6512863293344964
23249319#0,171826000,2.3320532964311025,203.0,1094.0,2424.0,3680.0,5252.0,6832.0,8248.0,9493.0,10524.0,11368.0,13632,0.3721559310106979
-183706085#2,286801529#0,3.311503593477132,190.0,684.0,1237.0,2142.0,3240.0,4456.0,5713.0,6971.0,8153.0,9361.0,14114,0.4900969219848436
43061361,168553861#0,0.915924128971932,0.0,20.0,96.0,236.0,334.0,374.0,380.0,380.0,380.0,380.0,380,0.21688158911119834
353018598,190906549#0,19.73661024708065,1.0,5.0,84.0,688.0,2175.0,4444.0,6809.0,8917.0,10693.0,12200.0,15001,0.7362253885264333
247982359#1,183217909#0,1.3220970505604777,15.0,80.0,396.0,1115.0,2277.0,3464.0,4522.0,5406.0,6092.0,6449.0,6857,0.355865754932632
286583306#0,168734385#0,1.4795926142811908,84.0,732.0,1974.0,3197.0,4260.0,4966.0,5326.0,5513.0,5564.0,5577.0,5580,0.42332974941777096
202050743,1009239804,6.8775078711516615,4.0,91.0,613.0,1814.0,3715.0,6070.0,8409.0,10389.0,11927.0,13131.0,15001,0.38435843377935486
671578063,378108605,23.47297682833401,1.0,5.0,51.0,475.0,1597.0,3413.0,5612.0,7963.0,10145.0,11895.0,15001,0.7619401018501308
1009239804,-264517782#1,4.736225631924854,45.0,376.0,1147.0,2501.0,4496.0,6868.0,9147.0,11073.0,12642.0,13638.0,14995,0.30079604140009136
24389793#0,-397316553#1,10.063692779211078,1.0,12.0,175.0,929.0,2378.0,4343.0,6477.0,8606.0,10483.0,11990.0,15001,0.6743050321557237
285197074#0,37063199#0,1.523013272409529,2.0,4.0,9.0,20.0,42.0,73.0,112.0,189.0,277.0,370.0,804,0.4486966466275777
848208117#0,53821087#0,12.462506303039548,1.0,5.0,45.0,327.0,1143.0,2575.0,4608.0,6814.0,8918.0,10812.0,15001,0.9933230920478906
273644584#0,44937066#0,2.41931814006768,238.0,1301.0,2998.0,5178.0,7469.0,9597.0,11362.0,12701.0,13586.0,14088.0,14537,0.3258974970208605
274794949,23729246#0,2.6667452363487505,53.0,502.0,1935.0,4120.0,6085.0,7727.0,8956.0,10002.0,11037.0,11748.0,12756,0.8324401324423966
275209595#0,-183474089#1,1.7310431437371987,7.0,79.0,297.0,760.0,1535.0,2408.0,3488.0,4637.0,5821.0,6959.0,10565,0.19976466179933858
-23820762#2,270668145#0,1.5234342395950853,27.0,174.0,620.0,1619.0,3026.0,4532.0,5811.0,6778.0,7432.0,7890.0,8524,0.18212302091467789
-23729238#2,182821974,1.1863512031574512,8.0,35.0,58.0,116.0,178.0,232.0,280.0,346.0,387.0,439.0,616,0.26301529749854696
23963458#0,-397316553#1,10.434014511948083,1.0,5.0,79.0,644.0,2260.0,4765.0,7517.0,9879.0,11569.0,12857.0,15001,0.760551240657586
-23820762#2,273909489#0,3.612301184198442,67.0,420.0,1146.0,2264.0,3633.0,5357.0,7277.0,9323.0,11159.0,12623.0,15000,0.5289822550546831
279394415#0,252418522#0,4.547243235048056,80.0,435.0,1209.0,2520.0,4163.0,6010.0,7792.0,9462.0,10938.0,12078.0,14999,0.7818301453895355
375779410#0,25941521#3,16.364522909349414,1.0,5.0,48.0,364.0,1182.0,2475.0,3948.0,5335.0,6550.0,7584.0,15001,0.49723243523036
27938300#0,272651839#0,2.253231413560773,23.0,235.0,842.0,1817.0,2991.0,4467.0,6134.0,7527.0,8498.0,9106.0,10502,0.6745193081018728
279396997,277216237,3.338872951510085,83.0,498.0,1292.0,2369.0,3462.0,4575.0,5585.0,6524.0,7368.0,8162.0,14630,0.44570606251983713
-164940304#1,-23820762#2,2.0404268466811977,3.0,98.0,619.0,1792.0,3511.0,5446.0,7304.0,9102.0,10550.0,11683.0,14277,0.2637678240667896
288922902#0,279394415#0,3.4592306032122524,131.0,694.0,2053.0,3905.0,5875.0,7849.0,9465.0,10784.0,11898.0,12859.0,14979,0.5327644799538338
353018598,-52045188#2,14.116973698556086,1.0,18.0,118.0,420.0,948.0,1897.0,2978.0,4101.0,5177.0,6251.0,15001,0.4315511019498595
848208117#0,45326754,4.617096445865835,156.0,1044.0,2330.0,3559.0,4727.0,5687.0,6560.0,7334.0,8000.0,8672.0,11339,0.21766900623538157
188280037#0,277313731#0,2.335984421554476,69.0,536.0,1748.0,3700.0,6017.0,8406.0,10557.0,12218.0,13385.0,14145.0,14852,0.29392474573725713
45326754,275262133,13.253484686950436,1.0,7.0,81.0,381.0,1118.0,2344.0,3881.0,5612.0,7327.0,8888.0,15001,0.8272341454699634
277313731#0,-374801261#1,5.090154234082618,17.0,250.0,949.0,1998.0,3162.0,4563.0,6087.0,7640.0,9100.0,10484.0,15001,0.8432859186003783
23249319#0,173087862#0,2.288786150845153,58.0,299.0,1140.0,2384.0,4010.0,5708.0,7547.0,9174.0,10654.0,11900.0,14759,0.28217652054150366
24692888#0,24359728,10.95451702747146,1.0,2.0,29.0,183.0,712.0,1851.0,3546.0,5521.0,7543.0,9413.0,15001,0.9973588094509496
240289096,168734365#0,1.0379861647466238,1.0,1.0,1.0,1.0,2.0,5.0,7.0,8.0,12.0,12.0,28,0.16140090449820405
24233256#0,275262133,4.972518899513986,2.0,79.0,512.0,1650.0,3654.0,6097.0,8604.0,10663.0,12288.0,13338.0,15000,0.24467143322894092
-267683121#2,-265317023#2,11.9761176326854,1.0,9.0,99.0,464.0,1149.0,2150.0,3374.0,4758.0,6187.0,7680.0,15001,0.7189595152876274
-117421469#1,264338797#0,5.159317838989463,25.0,255.0,944.0,2277.0,4282.0,6350.0,8240.0,9870.0,11235.0,12413.0,15001,0.8390996236097593
202050743,23634535#0,12.18914203747354,1.0,4.0,68.0,428.0,1270.0,2589.0,4199.0,6016.0,7922.0,9709.0,15001,0.8107769374727904
28683825#0,7980203#0,1.3485569974219258,2.0,16.0,124.0,223.0,636.0,1126.0,1857.0,2797.0,3718.0,4693.0,7224,0.18473312240579615
183217909#0,272651839#0,1.64039245446873,60.0,638.0,1801.0,3262.0,4207.0,4718.0,4945.0,5029.0,5076.0,5079.0,5081,0.512817046150352
4858693#0,23729246#0,2.695602598081821,243.0,701.0,1527.0,2831.0,4652.0,6614.0,8346.0,9844.0,11091.0,12076.0,13891,0.7962436006066073
168734385#0,168553861#0,1.4019960596684258,47.0,218.0,628.0,1275.0,2024.0,2602.0,2884.0,3075.0,3173.0,3197.0,3207,0.37139187400853824
183217909#0,400738632#0,1.3764841287617506,148.0,631.0,1529.0,2512.0,3316.0,3651.0,3777.0,3808.0,3817.0,3819.0,3819,0.35915252055060526
-306799128,7980203#0,1.8373063528287743,65.0,132.0,411.0,808.0,1672.0,2796.0,4005.0,4999.0,6072.0,7038.0,10363,0.22298248841853477
-40012050#1,41773063#0,2.427302750579313,54.0,271.0,669.0,1250.0,2013.0,2848.0,3726.0,4598.0,5434.0,6074.0,8088,0.8939717009708444
270668145#0,-183706085#2,4.953884170567266,23.0,201.0,629.0,1294.0,2107.0,3293.0,4864.0,6702.0,8865.0,10776.0,15001,0.9445094299170516
272651839#0,400738632#0,0.692970012170352,4.0,4.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8,0.1536645255997466
-201671810#0,-273827183,23.638654881031496,1.0,5.0,88.0,637.0,1965.0,3934.0,6177.0,8320.0,10266.0,11826.0,15001,0.7338428046749437
219674612#0,275262133,10.219194225589098,1.0,15.0,196.0,873.0,2250.0,4044.0,6021.0,8085.0,10018.0,11674.0,15001,0.6933603350090045
264325836#0,-117421469#1,5.7635651504478025,29.0,264.0,954.0,2303.0,3954.0,5640.0,6968.0,8116.0,9124.0,10041.0,15001,0.9230723514413312
-374801261#1,279394415#0,3.8983186017866194,69.0,451.0,1355.0,2875.0,4665.0,6564.0,8314.0,9912.0,11205.0,12247.0,14999,0.6196213821686205
184791186#0,270668145#0,4.260537094585776,27.0,309.0,957.0,2047.0,3458.0,5082.0,6764.0,8333.0,9862.0,11363.0,15000,0.6648029384643135
7980623#0,-160615594#1,2.0108313160907447,497.0,1996.0,4182.0,6953.0,8476.0,9039.0,9346.0,9457.0,9491.0,9517.0,9525,0.8699794717422911
24692888#0,231090808#0,6.621063388648271,1.0,8.0,85.0,411.0,1127.0,2331.0,3846.0,5678.0,7548.0,9366.0,15001,0.3583767014497872
23249319#0,279396997,4.036318237014712,12.0,167.0,879.0,2525.0,4985.0,7647.0,10081.0,11856.0,13209.0,14011.0,15001,0.7933275637625273
264566222,184791186#0,4.735489807461539,8.0,58.0,408.0,1266.0,2697.0,4417.0,6246.0,7939.0,9373.0,10539.0,15000,0.8336915862095535
272661730#0,272651839#0,1.103332511607905,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,34,0.2709180306992475
171826000,4017878#0,3.154132868915597,6.0,49.0,238.0,745.0,1912.0,3717.0,6008.0,8388.0,10462.0,12090.0,15001,0.42059018685979993
168553861#0,-5110309#2,2.271316447442973,154.0,879.0,1639.0,2317.0,2957.0,3619.0,4400.0,5018.0,5483.0,5883.0,6455,0.9898413853914452
173087862#0,266478003#0,0.7417482435207611,3.0,10.0,11.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20,0.08709694208187192
-306799128,264325836#0,3.368599960249272,40.0,559.0,1679.0,3336.0,5383.0,7467.0,9405.0,11099.0,12431.0,13359.0,14997,0.47211490783638704
-160615594#1,285197074#0,1.0685530098731444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.30392305490053667
-374801261#1,30644507#0,4.772930158431113,65.0,539.0,1821.0,3623.0,5578.0,7321.0,8931.0,10411.0,11705.0,12817.0,15001,0.7459064482799528
168773906#0,27938300#0,0.2578346103328827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.04395016788233088
183876914#0,272654787#0,1.996326369813816,10.0,95.0,287.0,758.0,1441.0,2306.0,3271.0,3940.0,4398.0,4660.0,4918,0.744142529277238
23729246#0,273260698#0,2.3709949276051434,255.0,661.0,1309.0,2245.0,3184.0,4114.0,5019.0,6066.0,7185.0,8270.0,11271,0.7602231816825855
188280037#0,28683825#0,3.004509850360094,220.0,953.0,2126.0,3482.0,5083.0,6809.0,8591.0,10337.0,11817.0,12840.0,14879,0.47299407879056193
24692888#0,266384990,11.431322888168404,1.0,15.0,140.0,608.0,1751.0,3561.0,5876.0,8322.0,10443.0,12240.0,15001,0.8463753234078889
-23729238#2,172927150#0,1.6281391757137675,30.0,213.0,553.0,996.0,1568.0,2304.0,3026.0,3802.0,4495.0,4889.0,5362,0.37119648405236044
-267683121#2,202050743,11.79890856927279,1.0,5.0,157.0,768.0,2006.0,3612.0,5392.0,7275.0,9097.0,10694.0,15001,0.7523730744129514
183876914#0,168553861#0,1.979475069824772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6123983846786978
24233256#0,41898159#0,12.227746885342588,2.0,27.0,253.0,919.0,2070.0,3423.0,4778.0,6054.0,7271.0,8404.0,15001,0.7471764275329906
272651839#0,182821974,0.4954147376426302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0887020549513121
274794949,26702701#0,2.513064418898679,3.0,32.0,248.0,761.0,1588.0,2474.0,3318.0,3979.0,4619.0,5400.0,9340,0.7457569271032356
-397316553#1,266384990,10.258495253724524,1.0,11.0,191.0,1010.0,2746.0,5120.0,7625.0,9913.0,11720.0,12947.0,15001,0.7105326798581867
286603676#0,37063199#0,2.013918446915626,15.0,156.0,444.0,868.0,1572.0,2318.0,3264.0,4260.0,5174.0,5985.0,7418,0.6361251049843488
