origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
128364018,212079256,7.5871627269595106,2.0,59.0,315.0,998.0,2157.0,3674.0,5531.0,7394.0,9106.0,10587.0,15001
27340302#0,-1071661242,1.2206171669595511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27458874#5,27458100#2,1.3598629832002287,9.0,12.0,34.0,97.0,225.0,376.0,635.0,911.0,1178.0,1497.0,3649
128321241#2,-367349981,14.138220781861538,1.0,1.0,32.0,195.0,681.0,1672.0,3177.0,5104.0,7158.0,9014.0,15001
27420526,129522981#0,1.1170359411820616,7.0,17.0,42.0,92.0,153.0,290.0,435.0,628.0,837.0,1025.0,1415
28782741#0,35302147#0-AddedOffRampEdge,17.47366645489996,110.0,411.0,911.0,1513.0,2222.0,2894.0,3753.0,4586.0,5502.0,6488.0,14961
32601842,27923122#0,12.168881104812776,274.0,1476.0,3459.0,5631.0,7537.0,9042.0,10288.0,11236.0,12004.0,12609.0,14956
26943775#0,125733974#1,10.237331272595108,1.0,2.0,17.0,124.0,516.0,1347.0,2761.0,4569.0,6576.0,8478.0,15001
142391303#3,680652726#2,0.8867322075067736,39.0,407.0,913.0,1184.0,1760.0,2108.0,2445.0,2641.0,2731.0,2801.0,2833
232148107#0,48605554#0,2.620855636774402,65.0,787.0,1886.0,3065.0,4304.0,5620.0,6911.0,8118.0,9171.0,10059.0,14271
-25699679#1,144074555#1,7.053177379161364,16.0,129.0,465.0,1171.0,2267.0,3764.0,5295.0,6926.0,8538.0,9982.0,15001
572824576#0,-179445663,17.29591391147419,207.0,799.0,1539.0,2362.0,3211.0,4140.0,5142.0,6259.0,7350.0,8440.0,14983
24210659#1,28892562#0,2.7062557281883537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-27875978#1,-185130633#2,1.5290540124989256,2.0,9.0,92.0,238.0,586.0,1154.0,1989.0,2748.0,3629.0,4524.0,8356
27340112#0,-1071661242,1.2505895582257107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27620728#0,211541530#3,0.9151522192906112,1.0,5.0,8.0,12.0,14.0,17.0,18.0,18.0,18.0,18.0,18
190525535#1,27806893,1.5375524706994397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
78394432#0,128321241#2,1.5428646648683528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26945549,-147494956#1,1.685111786340996,17.0,179.0,912.0,2352.0,4080.0,5722.0,7094.0,8102.0,8735.0,9106.0,9497
572824576#0,200084528,23.45546657330717,1.0,1.0,52.0,355.0,1000.0,2082.0,3523.0,5253.0,7058.0,8891.0,15001
123974277#9,122763953#0,0.8955123508329746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-572824576#1,-22908183#2,16.686419997601277,7.0,46.0,216.0,618.0,1351.0,2389.0,3819.0,5569.0,7322.0,8897.0,15001
197448006,-136545716#8,3.82457408244849,3.0,11.0,16.0,19.0,24.0,56.0,158.0,354.0,648.0,1049.0,7790
164719711#0,171045848,17.293386741034965,1.0,2.0,19.0,175.0,655.0,1589.0,2992.0,4739.0,6492.0,8188.0,15001
-32558969#7,103271274,7.690766057229911,321.0,1624.0,3779.0,6070.0,8392.0,10586.0,12368.0,13569.0,14272.0,14612.0,14939
36912583#4,239517345,1.237222632463064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
197448006,15741473#0,3.5988843180326904,5.0,16.0,25.0,30.0,52.0,156.0,344.0,695.0,1187.0,1894.0,7101
27875958#0,121906076#1,0.904252847981563,0.0,0.0,0.0,1.0,1.0,4.0,5.0,9.0,13.0,16.0,20
93666383#0,33213658#1,2.7607011834452573,821.0,2856.0,4706.0,6026.0,6942.0,7317.0,7480.0,7525.0,7554.0,7571.0,7600
28769085#0,143323459#3,14.061896443162626,1.0,4.0,43.0,226.0,829.0,1988.0,3753.0,5786.0,7853.0,9785.0,15001
-60779952#0,234771732#0,1.1882400681047225,1.0,3.0,5.0,7.0,11.0,18.0,27.0,41.0,52.0,74.0,118
-681974073#0,27634808,5.854783512615454,6.0,182.0,1044.0,2920.0,5260.0,7475.0,9325.0,10810.0,11938.0,12908.0,14994
23646012#0,202613728#1-AddedOffRampEdge,13.114226442167192,1.0,7.0,110.0,547.0,1591.0,3304.0,5274.0,7151.0,8887.0,10435.0,15001
24210659#1,-32515183#1,23.18180563531855,1.0,4.0,48.0,237.0,781.0,1719.0,3135.0,4771.0,6645.0,8484.0,15001
-26827961,-27036649#0,0.6515563431524677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,41761194#0,18.34692016368308,39.0,271.0,688.0,1331.0,2134.0,2990.0,3865.0,4744.0,5674.0,6631.0,14994
32572650,185140292#9,17.43675541652774,427.0,1326.0,2441.0,3892.0,5540.0,7158.0,8506.0,9715.0,10680.0,11512.0,14996
123974277#7,227764344,1.0503533054654952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
201286263#0,123974277#5,5.189786365831071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29483947,-27036649#1,1.4649301522437514,11.0,54.0,130.0,176.0,193.0,266.0,360.0,486.0,691.0,932.0,2302
48135338#3,26828035#2,0.7556051639872413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-28574028,-179445663,17.76849472660949,36.0,201.0,412.0,614.0,922.0,1406.0,2285.0,3588.0,5316.0,7344.0,15001
665218406#0,-179445663,17.58340986122852,120.0,451.0,943.0,1574.0,2213.0,2955.0,3718.0,4520.0,5394.0,6295.0,14986
-604750623,-109373094,0.9618133589239554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,-123974277#4,13.524372221485429,261.0,665.0,1159.0,1892.0,3103.0,4333.0,5709.0,6951.0,8205.0,9392.0,14884
224494283#0,25699643,16.867830211372727,1.0,1.0,4.0,38.0,205.0,718.0,1775.0,3403.0,5502.0,7659.0,15001
25699672#1,27785572#1,4.47108212394867,210.0,1138.0,2927.0,5155.0,7166.0,8864.0,10185.0,11185.0,12142.0,12914.0,14858
23825501#0,25877237#2,13.079321588540807,1.0,6.0,60.0,280.0,771.0,1525.0,2560.0,3823.0,5330.0,6832.0,15001
28273082#0,180007862#0,16.443004348482543,13.0,60.0,193.0,579.0,1162.0,1943.0,3102.0,4564.0,6132.0,7678.0,15001
-53547676#1,128321262#0,4.20387271945987,89.0,376.0,879.0,1516.0,3193.0,5032.0,6766.0,8220.0,9549.0,10676.0,14477
164719711#0,102159374,11.05640952530047,10.0,44.0,210.0,616.0,1320.0,2359.0,3781.0,5341.0,6894.0,8325.0,15001
164719711#12,34383495,2.2218325715726337,4.0,4.0,6.0,10.0,29.0,71.0,124.0,173.0,271.0,397.0,1050
-32558969#0,151278040#1,1.34687595873722,1.0,3.0,7.0,12.0,17.0,27.0,40.0,64.0,102.0,145.0,776
311776614#0,92858688#0-AddedOnRampEdge,0.540418478827882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28749869#0,-681454826#0,13.984657091845245,1.0,6.0,68.0,297.0,1043.0,2385.0,4305.0,6425.0,8551.0,10311.0,15001
34596459,53557675,0.5875266871010968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,-29267682#1,1.0615060240789536,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
189558640,126957344,19.155413948704663,3.0,65.0,384.0,1118.0,2408.0,4175.0,6244.0,8240.0,9944.0,11345.0,15001
22885460#6,-123974277#10,15.362291714391066,3.0,48.0,371.0,1152.0,2405.0,3911.0,5668.0,7376.0,8911.0,10425.0,15001
681047042#1,27620698,0.6334240925279004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-60547263#1,164719711#11,8.984171958291503,1.0,10.0,49.0,213.0,587.0,1201.0,2132.0,3368.0,4892.0,6486.0,15001
30966481,-29267812#3,8.969485713451297,119.0,1005.0,2736.0,5064.0,7392.0,9254.0,10748.0,11917.0,12690.0,13259.0,14319
197448006,-123964327#5,7.201759928487179,149.0,534.0,1066.0,1838.0,2759.0,3734.0,5023.0,6396.0,7683.0,8949.0,14974
-29267812#3,184789921,19.57200508174958,1.0,1.0,4.0,45.0,274.0,913.0,2073.0,3613.0,5247.0,6907.0,15001
27621366,-27633699,5.584872097857281,17.0,108.0,446.0,1118.0,2004.0,3328.0,4796.0,6447.0,8005.0,9381.0,14996
32601842,179456734,14.40512330914058,345.0,1025.0,2109.0,3591.0,5151.0,6698.0,8066.0,9415.0,10627.0,11807.0,14981
122763953#0,123974277#9,0.8345888938573252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24210659#1,-27798065#3,25.11246501400901,1.0,3.0,40.0,300.0,963.0,2073.0,3671.0,5466.0,7219.0,8896.0,15001
-50640019,50639429,1.006131340266182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-282500964,-26785947,1.6655096858387335,210.0,969.0,2330.0,3982.0,5539.0,6944.0,8265.0,9348.0,10288.0,11035.0,12295
164719711#0,171045854#0,17.065173248871947,1.0,2.0,27.0,179.0,674.0,1680.0,3115.0,4824.0,6628.0,8334.0,15001
185130647#0,291263469,7.480789967752596,8.0,142.0,676.0,1878.0,3482.0,5279.0,7169.0,8890.0,10405.0,11665.0,14956
132617723#0,26153682,9.34116796276206,47.0,563.0,1817.0,3564.0,5544.0,7418.0,8941.0,10337.0,11479.0,12297.0,14402
-22897852#3,24391309,14.497102563920302,212.0,525.0,899.0,1345.0,1933.0,2735.0,3874.0,5411.0,7271.0,9178.0,14983
-28279821#4,27569239#0,4.9774910452719565,244.0,623.0,1141.0,1925.0,2865.0,3836.0,4899.0,6032.0,7087.0,8083.0,13572
26944226#2,225335899,1.0959822267660566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
51036726,-123974277#5,1.1722181634058384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32601842,-27798065#0,12.048515002476687,255.0,1274.0,3313.0,6098.0,9011.0,11144.0,12546.0,13515.0,14153.0,14497.0,14907
32572650,-123974278,7.450770854777987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27208889#1,199412756#0,1.0438892482473732,11.0,27.0,54.0,115.0,205.0,312.0,454.0,630.0,810.0,1039.0,1556
34585181#2,24240583#4,1.3946349020100537,12.0,82.0,288.0,659.0,1183.0,1667.0,2023.0,2463.0,2962.0,3320.0,3947
514879384#0,291263469,17.4708498565841,124.0,425.0,950.0,1550.0,2233.0,3020.0,3823.0,4730.0,5644.0,6612.0,14983
32601842,-151402287#0,29.024064189656325,5.0,29.0,98.0,424.0,1239.0,2576.0,4256.0,6106.0,7798.0,9252.0,15001
164719711#0,23583912#0,16.769064456824935,1.0,2.0,32.0,182.0,647.0,1693.0,3252.0,5072.0,6909.0,8634.0,15001
26945328#2,24210659#1,19.061378924621508,1.0,7.0,95.0,670.0,2091.0,4212.0,6752.0,9455.0,11713.0,13252.0,15001
-1122924583#3,430159684,19.327422855684627,1.0,1.0,5.0,53.0,318.0,960.0,2067.0,3665.0,5411.0,7175.0,15001
-50640017,212517335,0.8171475454188017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32572650,208624954#1,29.2912950827504,7.0,19.0,72.0,348.0,1016.0,2280.0,3951.0,5772.0,7500.0,9039.0,15001
25775049#0,35302147#0,11.824196534059826,1.0,6.0,38.0,187.0,515.0,1085.0,1924.0,3074.0,4457.0,6012.0,15001
43129262,-123974277#5,1.2083804528451358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27797966#0,28037852,2.4897881933871537,15.0,105.0,364.0,745.0,1278.0,2009.0,2876.0,3745.0,4621.0,5623.0,9336
197448006,-123974277#8,14.107045468137724,64.0,272.0,610.0,1183.0,1883.0,2842.0,4048.0,5254.0,6417.0,7571.0,14190
24210659#1,152904821#0,2.7379462872992395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
184793800#0,102207054,9.593850541923072,99.0,525.0,1588.0,3287.0,5496.0,8022.0,10259.0,11933.0,13154.0,13942.0,14983
128321280,-28867286#1,14.3750349082918,1.0,4.0,73.0,454.0,1540.0,3489.0,5961.0,8330.0,10372.0,12001.0,15001
32601842,-50639429,7.409010988490855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
93613044,20913024#0,0.7096009831994656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
136211723#1,572824576#0,19.305185794918923,1.0,6.0,111.0,799.0,2402.0,4652.0,7420.0,10155.0,12270.0,13631.0,15001
-122185756,-123974277#6,15.695595820607288,1.0,36.0,294.0,1035.0,2221.0,3829.0,5572.0,7294.0,9041.0,10751.0,15001
28293255#3,681572146,5.446472207018969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-222477863#0,202805955,16.62748598384798,6.0,38.0,180.0,471.0,1050.0,1971.0,3315.0,4899.0,6520.0,8028.0,15001
-1122924583#3,122763953#0,14.246132265417922,191.0,463.0,799.0,1199.0,1713.0,2426.0,3362.0,4596.0,6131.0,7848.0,14967
-51036726,-123974277#10,0.9350627931786684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,23944858#1,17.380807579867806,1.0,2.0,23.0,176.0,644.0,1683.0,3166.0,4895.0,6682.0,8388.0,15001
24210659#1,-291263469,16.99699238234029,209.0,712.0,1476.0,2253.0,3080.0,3932.0,4915.0,5934.0,7010.0,8104.0,14930
23185003,189722713,1.367227377880047,3.0,6.0,40.0,71.0,222.0,342.0,515.0,621.0,682.0,715.0,718
-200621451,-24391388,9.41567283076012,51.0,270.0,600.0,902.0,1247.0,1615.0,2170.0,2726.0,3394.0,4209.0,15001
-28663740#0,-526068367#13,1.2122570768337038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
197448006,30409465#0,19.20573172009901,1.0,1.0,26.0,168.0,546.0,1314.0,2534.0,4005.0,5783.0,7607.0,15001
-111108839,-212517335,7.761298989444722,342.0,1760.0,4035.0,6547.0,9017.0,11151.0,12810.0,13815.0,14382.0,14679.0,14956
95837516,165557014#0,3.1372215401265344,25.0,122.0,335.0,668.0,1207.0,2040.0,3302.0,4916.0,6824.0,8713.0,14621
121760891#1,79080460,5.180760041190275,26.0,124.0,352.0,839.0,1613.0,2707.0,4064.0,5545.0,7162.0,8723.0,14991
-20909415#2,122227152,2.219072728897098,40.0,686.0,2282.0,4162.0,6100.0,7699.0,8907.0,9904.0,10561.0,10949.0,11225
223153151#1,23980770,1.1730634915783889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
128321241#2,-124262197#2,6.582251826799449,231.0,944.0,1937.0,3199.0,4805.0,6585.0,8301.0,9825.0,11133.0,12221.0,14940
121897321#0,25699643,4.585095803786102,107.0,371.0,713.0,1172.0,1769.0,2685.0,3958.0,5347.0,6905.0,8522.0,14919
-128619973#5,25699682,4.518943562885594,163.0,593.0,1242.0,2508.0,4656.0,6959.0,9076.0,10876.0,12261.0,13291.0,14916
128648704,-212517335,16.370369574530166,1.0,38.0,303.0,1178.0,2657.0,4482.0,6398.0,8231.0,9967.0,11513.0,15001
-92863818#1,28004463#0,9.148279806985252,26.0,174.0,477.0,1011.0,1732.0,2500.0,3406.0,4392.0,5546.0,6730.0,15000
190502854,-1027701213#1,2.413108919653906,151.0,1303.0,3407.0,5689.0,7838.0,9737.0,11269.0,12343.0,13167.0,13706.0,14661
132617723#2,29470677#0,0.7361917801152601,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
-27808599#0,-24391388,7.571123083841766,316.0,1106.0,1815.0,2434.0,3101.0,3776.0,4424.0,5240.0,6196.0,7288.0,14990
32601842,681335360,24.123206565921876,16.0,156.0,717.0,1599.0,2834.0,4193.0,5673.0,7149.0,8448.0,9546.0,15001
303330606#15,-27527376,1.357303528759496,1.0,9.0,16.0,55.0,133.0,228.0,369.0,521.0,752.0,1046.0,2291
197448006,34127147,7.098939335386438,226.0,765.0,1410.0,2148.0,2890.0,3631.0,4661.0,5964.0,7250.0,8440.0,14974
572824576#0,188066221#0,5.0882071428876845,26.0,41.0,52.0,56.0,82.0,169.0,529.0,1336.0,2825.0,4714.0,10174
32601842,-27798062#0,11.841137926447791,360.0,1678.0,4142.0,7511.0,10582.0,12557.0,13557.0,14084.0,14406.0,14616.0,14838
-22897852#3,25699711,2.685028121764718,1.0,2.0,4.0,5.0,6.0,7.0,9.0,10.0,15.0,17.0,228
-23780706#2,57399045,1.2794070972372258,7.0,34.0,78.0,157.0,354.0,597.0,892.0,1218.0,1491.0,1756.0,2839
-129172147,23915513,1.230186826274639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
20888529,194677884,0.8768006639739235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32572650,-156555182,9.911816942073736,23.0,162.0,895.0,1603.0,2634.0,3729.0,5045.0,6201.0,7087.0,7937.0,10247
-187233970#4,20881246#0,0.9627436042891374,3.0,9.0,40.0,135.0,326.0,615.0,1004.0,1453.0,1917.0,2289.0,3031
146715460,35302147#0-AddedOffRampEdge,8.830585353148466,2.0,24.0,121.0,328.0,723.0,1321.0,2126.0,3202.0,4450.0,5793.0,15001
164719711#0,572824576#0,17.55397883255839,126.0,669.0,1579.0,2773.0,4003.0,5196.0,6437.0,7689.0,8955.0,10148.0,14977
-28574028,-179445663,17.76849472660949,33.0,190.0,431.0,669.0,944.0,1417.0,2271.0,3560.0,5224.0,7217.0,15001
29298899#5,79080794#0,1.3522885674491616,159.0,671.0,1808.0,2918.0,4027.0,5150.0,6387.0,7648.0,8511.0,9267.0,10724
197448006,572824576#0,17.14710286031884,82.0,688.0,1828.0,3046.0,4254.0,5468.0,6645.0,7899.0,9162.0,10344.0,14621
26586027#0,-50640017,9.881442724572407,52.0,244.0,539.0,854.0,1202.0,1624.0,2141.0,2799.0,3560.0,4498.0,15001
-29267812#3,143974263#0,19.40759399597064,1.0,1.0,8.0,69.0,303.0,967.0,2021.0,3515.0,5190.0,6905.0,15001
32601842,-23482095#6,17.124634260124047,348.0,1145.0,2161.0,3570.0,5268.0,6952.0,8513.0,9876.0,10982.0,11910.0,14999
164719711#0,29267682#2,1.1656999952340643,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
-24210584#19,-27026559#0,14.024576464944593,1.0,8.0,55.0,315.0,1099.0,2502.0,4466.0,6726.0,8861.0,10626.0,15001
90220418#0,187233985#0,1.1024712820033054,7.0,66.0,293.0,599.0,900.0,1349.0,1958.0,2654.0,3307.0,4039.0,6185
32572650,103271284,7.199269084310486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24210659#1,122400053#2,6.152560685013757,19.0,602.0,2021.0,3848.0,5936.0,8143.0,10161.0,11882.0,13093.0,13864.0,14911
23902061,129172154,0.998768859156168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32572650,27898067#0,15.403727815754875,311.0,1131.0,2255.0,3733.0,5468.0,7020.0,8444.0,9718.0,10802.0,11781.0,14997
-51036726,196279823,1.335758240235713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
309656499#2,572824576#0,19.542702250114743,1.0,9.0,151.0,932.0,2545.0,4859.0,7682.0,10357.0,12365.0,13640.0,15001
-123974277#9,50640019,0.8345888938573252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,184762456#1,7.297984376685231,30.0,183.0,509.0,1126.0,2034.0,3275.0,4968.0,6701.0,8542.0,10115.0,14991
22944650#0,879819015,1.7312623465100263,5.0,46.0,269.0,862.0,1740.0,3004.0,4358.0,5808.0,7033.0,8166.0,11264
74464019#2,34383827#0,7.003190434474832,2.0,18.0,112.0,342.0,767.0,1416.0,2298.0,3355.0,4617.0,5936.0,15000
26827932,-27776874#4,2.410953783264108,74.0,467.0,1293.0,2244.0,2856.0,3150.0,3243.0,3276.0,3283.0,3288.0,3290
50814314#1,28040067,1.3470523870088242,2.0,2.0,3.0,9.0,20.0,60.0,180.0,355.0,603.0,894.0,1413
164719711#0,62163843#6,17.190866650009777,1.0,4.0,39.0,205.0,800.0,1931.0,3584.0,5470.0,7349.0,9031.0,15001
-24391388,-123974277#7,1.0503533054654952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,217586819,8.852728084132536,1.0,20.0,100.0,360.0,1025.0,2190.0,3789.0,5733.0,7776.0,9540.0,15001
148634437#0,933372047,0.774283046358672,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
27875783#4,27858698#0,0.6708834580682337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24210659#1,27798062#0,25.125035265077617,1.0,2.0,46.0,259.0,933.0,2111.0,3720.0,5434.0,7194.0,8829.0,15001
75590387,99475435,1.035030604847324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36912349,476643770#0,9.107811717304068,75.0,588.0,1538.0,2817.0,4297.0,5647.0,6708.0,7560.0,8412.0,9257.0,14975
32601842,-27798065#1,11.970442971958864,216.0,1160.0,3153.0,5987.0,8819.0,10939.0,12323.0,13357.0,14009.0,14429.0,14930
-50639430,-24391309,1.1264210881438597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
128321280,26664855#4,14.076929329515773,1.0,7.0,83.0,507.0,1649.0,3739.0,6405.0,8828.0,10840.0,12260.0,15001
23583742,-184839821,9.183358832353806,154.0,816.0,1614.0,2748.0,4303.0,6121.0,7996.0,9708.0,11122.0,12192.0,14857
615138779#3,-291263469,17.877067880551355,36.0,167.0,375.0,567.0,830.0,1250.0,1975.0,3018.0,4406.0,6023.0,15001
572824576#0,27798065#1,25.112465014009015,1.0,4.0,44.0,298.0,1010.0,2236.0,3854.0,5611.0,7421.0,9092.0,15001
22989368,122104118,2.465521546145981,405.0,1631.0,3711.0,6400.0,8796.0,10661.0,12027.0,12922.0,13375.0,13646.0,13969
-24224587#2,185140332#5-AddedOnRampEdge,9.062840519750765,76.0,349.0,1231.0,2780.0,4858.0,6990.0,9016.0,10693.0,12091.0,13086.0,15001
32572650,27944070#0,11.57443163557956,305.0,1706.0,4105.0,6093.0,7571.0,8821.0,9967.0,11005.0,11869.0,12467.0,14812
-27898220#1,137110196,7.706033670132048,3.0,65.0,392.0,1117.0,2383.0,4126.0,6048.0,8078.0,9810.0,11172.0,15001
45869638#0,15460961#2,1.0724268978818965,130.0,618.0,1479.0,2798.0,4291.0,5519.0,6551.0,7171.0,7530.0,7750.0,7941
572824576#0,-215637534#11,3.0923935265504885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8043360#0,157676071#0,0.8283399462271192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32601842,-50639092,7.476343642436869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,123974277#7,13.712616064537391,233.0,643.0,1102.0,1801.0,2971.0,4104.0,5360.0,6577.0,7709.0,8811.0,14893
-50639429,51036726,1.0817029164555392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
227764344,-123974277#10,0.9603609842619072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32601842,124195117#0,17.6467324257829,294.0,1180.0,2310.0,3831.0,5681.0,7548.0,9050.0,10338.0,11349.0,12145.0,15000
27249970#4,15460430#0,1.2984864498613995,166.0,535.0,1176.0,2108.0,3216.0,4349.0,5464.0,6309.0,7037.0,7565.0,8415
164719711#0,-29267890#4,0.793873355139352,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
32601842,123974278,7.628237711779641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-24210584#17,-681454826#2,13.947802368481796,2.0,6.0,54.0,315.0,1072.0,2392.0,4337.0,6534.0,8613.0,10423.0,15001
-24391388,50639092,1.0013485773755262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28686805,26664882,5.490175959495697,37.0,325.0,780.0,1313.0,2055.0,2934.0,3828.0,4734.0,5618.0,6466.0,14930
665218406#2,-681454827,13.907772649967995,1.0,8.0,78.0,341.0,1102.0,2368.0,4211.0,6310.0,8420.0,10162.0,15001
32572650,-123974277#4,7.066434733328885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
163963915,128931448,1.3929256735515747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
184793799,49655023#0,9.627694260065086,137.0,590.0,1322.0,2317.0,3652.0,5225.0,6968.0,8550.0,10182.0,11555.0,14844
196795239#2,201610336#0,14.227102609597038,1.0,1.0,18.0,166.0,595.0,1546.0,3022.0,4972.0,7020.0,8854.0,15001
32601842,151402287#0,29.065231299918157,4.0,23.0,85.0,407.0,1164.0,2483.0,4263.0,6146.0,7781.0,9272.0,15001
196795239#0,-24163219,14.470474840473738,1.0,2.0,22.0,189.0,651.0,1634.0,3320.0,5307.0,7387.0,9245.0,15001
26946011#1,23946407,11.020623612976628,1.0,2.0,46.0,296.0,1008.0,2445.0,4368.0,6506.0,8612.0,10458.0,15001
32601842,96898382#0,14.622107311343084,258.0,1089.0,2379.0,3962.0,5634.0,7306.0,8774.0,10164.0,11408.0,12454.0,14997
47969677,48149015#0,2.6345066495041563,99.0,749.0,2445.0,4338.0,6015.0,7302.0,7791.0,7907.0,7927.0,7929.0,7929
197448006,23425569,7.409891583767467,215.0,710.0,1363.0,1951.0,2606.0,3367.0,4319.0,5342.0,6355.0,7408.0,14983
24210659#1,291263469,17.015935757142707,209.0,721.0,1372.0,2116.0,2924.0,3783.0,4742.0,5767.0,6832.0,7866.0,14933
161183819#2,106877686#0,0.628649982365042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23583742,184839821,9.187788709716152,216.0,787.0,2082.0,3747.0,5709.0,7625.0,9478.0,11046.0,12246.0,13186.0,14907
23569613,132617728#0,18.50585332953049,4.0,97.0,490.0,1384.0,2833.0,4807.0,6980.0,8947.0,10567.0,11885.0,15001
24167736#0,33560270#0,19.4405968874808,2.0,86.0,433.0,1222.0,2487.0,4344.0,6415.0,8308.0,10072.0,11436.0,15001
27634036#8,-49885431#1,1.1682549713546893,1.0,12.0,23.0,77.0,114.0,238.0,327.0,499.0,625.0,750.0,1003
225863025#1,157326733,1.3588112240717047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
154747065#0,123974277#7,15.782567098299614,1.0,39.0,283.0,990.0,2239.0,3873.0,5576.0,7408.0,9197.0,10794.0,15001
28686528#2,-123974277#8,5.250209257510372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
