,origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
160,42784304#0,-31286218,2.150032071083539,13.0,83.0,257.0,506.0,550.0,560.0,698.0,760.0,763.0,667.0,7822
161,26682439,-29072306#1,12.339257939724265,1.0,59.0,506.0,1704.0,2320.0,2096.0,1453.0,923.0,496.0,240.0,10001
162,-352150488#5,1076317292#1,2.170163504451768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
163,23005121,-81114188#2,1.81271703254085,4.0,2.0,4.0,24.0,11.0,27.0,28.0,12.0,17.0,7.0,197
164,-168436709,-28836163#0,3.477142106520057,318.0,335.0,585.0,247.0,130.0,270.0,206.0,191.0,201.0,120.0,2728
165,24854934#3,-24854660#0,1.5937560000290223,5.0,18.0,16.0,17.0,11.0,25.0,9.0,1.0,0.0,0.0,102
166,27587401#1,765685613#1,1.698142948332893,18.0,35.0,39.0,54.0,91.0,97.0,82.0,53.0,59.0,58.0,1005
167,26682439,29072313#0,12.05050279007997,2.0,46.0,448.0,1378.0,2163.0,2072.0,1594.0,1037.0,636.0,323.0,10001
168,590848307#0,-168436709,4.28879008535399,30.0,155.0,267.0,469.0,812.0,916.0,1170.0,780.0,433.0,197.0,5394
169,204521194#2,-749785894#1,4.510085881898596,121.0,462.0,609.0,1310.0,1297.0,1233.0,962.0,776.0,668.0,488.0,8806
170,26682439,348439788#0,4.384419651643399,20.0,81.0,78.0,246.0,1085.0,758.0,505.0,636.0,370.0,137.0,3958
171,-162228161,-52505109,1.172866609225259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172,26682439,28355113,2.057356136639881,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9
173,26682439,348439788#0,4.384419651643399,20.0,81.0,73.0,297.0,1022.0,706.0,567.0,676.0,359.0,141.0,3977
174,-28905430#5,8055217#3,1.5131658515739366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,25461468#0,162228185,1.4658948225231752,85.0,547.0,1031.0,1130.0,768.0,298.0,123.0,23.0,2.0,0.0,4007
176,29189452#0,628220982#2,6.633516889899795,55.0,318.0,800.0,1130.0,1358.0,1389.0,1265.0,1135.0,860.0,602.0,9989
177,-668550613,-656469144#2,1.5260438337509197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178,29189453,-29072306#1,4.18055871825735,372.0,1419.0,1852.0,1669.0,1337.0,768.0,317.0,74.0,16.0,1.0,7825
179,-652731613#1,8055217#3,14.0351347149355,11.0,208.0,999.0,2033.0,2307.0,1690.0,1150.0,706.0,429.0,219.0,10001
180,-25334497#2,23005125#0,2.272797567989597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181,-741281800,-190735673#3,2.236606316321575,20.0,82.0,162.0,247.0,265.0,241.0,185.0,81.0,45.0,13.0,1343
182,-154797088#4,-24854934#4,4.969264463327816,156.0,278.0,694.0,1515.0,1433.0,899.0,699.0,509.0,206.0,88.0,6518
183,-741281800,-411451801#1,1.981460728548108,7.0,14.0,45.0,51.0,59.0,62.0,77.0,81.0,48.0,27.0,500
184,48272343,-42246096,7.077852292768194,158.0,261.0,423.0,530.0,668.0,838.0,931.0,930.0,962.0,909.0,9970
185,-705793430#2,27624083-AddedOffRampEdge,1.6660455755148478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186,29189452#0-AddedOffRampEdge,-288510375,2.286647391739103,10.0,13.0,89.0,121.0,139.0,321.0,366.0,256.0,326.0,337.0,3212
187,26844010#0,-27203168#7,2.978516110352225,466.0,1378.0,1405.0,1029.0,583.0,267.0,102.0,34.0,9.0,4.0,5278
188,30453877,-25334431,1.5929853291956215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189,-239118539,411451801#0,3.742261215313453,230.0,881.0,1196.0,1297.0,1103.0,807.0,554.0,249.0,129.0,30.0,6493
190,-267258079,42679013#0,4.136117371050362,554.0,2000.0,2180.0,1309.0,817.0,334.0,96.0,24.0,2.0,0.0,7316
191,30453877,-25316216,2.4663151978214404,0.0,0.0,0.0,3.0,2.0,3.0,6.0,1.0,0.0,0.0,15
192,-168436709,29072306#0,12.845156449392334,1.0,33.0,271.0,802.0,1342.0,1697.0,1701.0,1476.0,1018.0,694.0,10001
193,24854693#0,23462357#0,4.11185870846467,603.0,608.0,1313.0,1164.0,1174.0,778.0,371.0,191.0,116.0,75.0,6435
194,-29072306#1,-25314493#2,1.7317097843599425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195,-28905429,27023046,2.742807877181023,0.0,36.0,194.0,168.0,59.0,52.0,3.0,0.0,0.0,0.0,512
196,555811601#1,-352158878#5,1.2483496765365627,4.0,11.0,14.0,29.0,20.0,43.0,35.0,53.0,48.0,37.0,393
197,599226157,27623929#2,2.325613771241008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
198,-190735673#3,348439788#0,15.096246558705268,4.0,120.0,654.0,1479.0,1880.0,1554.0,1417.0,1099.0,776.0,497.0,10001
199,116757516#2,-29072306#1,5.122695113119282,118.0,516.0,1145.0,1162.0,1369.0,1419.0,1190.0,939.0,665.0,445.0,9611
200,30095664-AddedOnRampEdge,133750975-AddedOffRampEdge,1.9035115085264904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
201,674283383,-42246096,4.310076542506403,133.0,486.0,843.0,1302.0,1060.0,1408.0,710.0,707.0,148.0,14.0,6812
202,-168436709,-264223268,5.283302493964084,552.0,1787.0,1793.0,1576.0,1252.0,949.0,727.0,515.0,347.0,226.0,9939
203,596655698#0,-27588389#1,6.989970160542714,14.0,83.0,232.0,392.0,475.0,661.0,834.0,856.0,847.0,804.0,10001
204,26682439,1097962018#0,9.639031540709809,22.0,297.0,1323.0,2190.0,1973.0,1568.0,1071.0,639.0,345.0,248.0,10001
205,-26984510#1,-28170084#1,1.7631408095637862,4.0,9.0,18.0,51.0,81.0,156.0,195.0,190.0,197.0,198.0,1816
206,-228113968#5,179311986,4.2180789075051495,275.0,868.0,1133.0,1145.0,1173.0,1082.0,1121.0,943.0,712.0,479.0,9567
