origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
-954217028,964072170,2.2567917936267885,129.0,388.0,743.0,1142.0,1489.0,1718.0,1856.0,1930.0,1953.0,1959.0,1967
42936803#0,-25314493#2,3.1451413874529863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
898453936#0,-27606526#4,4.455942613885311,85.0,431.0,988.0,1682.0,2331.0,2831.0,3260.0,3618.0,3898.0,4134.0,4731
8055446#1,-43138036#3,4.822776717341435,65.0,327.0,547.0,776.0,1294.0,1912.0,2509.0,2984.0,3380.0,3707.0,4339
29189452#2-AddedOnRampEdge,29495986#0-AddedOffRampEdge,5.629171333186295,18.0,80.0,223.0,450.0,742.0,1060.0,1435.0,1840.0,2216.0,2605.0,4998
1124431849,27607962,1.6866454328828684,9.0,14.0,40.0,67.0,104.0,166.0,296.0,406.0,462.0,520.0,737
25334371#0,628068416#0,3.7041855768497407,272.0,1445.0,2649.0,3499.0,4035.0,4324.0,4463.0,4507.0,4534.0,4541.0,4549
42246096,28235864,5.785501528764997,198.0,542.0,1076.0,1712.0,2339.0,2901.0,3389.0,3762.0,4057.0,4290.0,4873
27003295#0,189452944#1,1.4445462043220831,3.0,11.0,42.0,100.0,172.0,221.0,262.0,323.0,405.0,473.0,583
25162697#0,425366256,4.456211665845102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-1072087776#2,28235870,13.531342925134176,1.0,5.0,73.0,346.0,838.0,1489.0,2194.0,2957.0,3596.0,4087.0,5001
29189453,29072306#0,4.351808924400225,363.0,1489.0,2577.0,3305.0,3657.0,3794.0,3810.0,3815.0,3815.0,3815.0,3815
202760039#2,28169402#1,1.154107235449522,33.0,60.0,76.0,116.0,144.0,149.0,161.0,164.0,164.0,164.0,164
636648235,599226364,14.142923760814764,1.0,19.0,138.0,574.0,1375.0,2214.0,2935.0,3553.0,3997.0,4357.0,5001
29189452#0,-29143390,14.130161560129698,3.0,30.0,190.0,573.0,1168.0,1876.0,2558.0,3230.0,3757.0,4169.0,5001
-25316149#4,25196885#0,2.257365641216263,78.0,592.0,1378.0,1913.0,2201.0,2537.0,2814.0,2948.0,3008.0,3031.0,3044
28836435#1,205385764#0,1.2950756678755488,67.0,95.0,144.0,194.0,203.0,222.0,222.0,222.0,222.0,222.0,222
-24854660#0,119745446,1.4987932464975382,48.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96
-25334497#2,23005125#0,2.272797567989597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189452#2-AddedOffRampEdge,26682296,10.152155187778444,7.0,70.0,358.0,998.0,1779.0,2569.0,3191.0,3695.0,4172.0,4510.0,5001
29189452#0,162782252,3.504948414655725,0.0,124.0,648.0,1508.0,2493.0,3202.0,3693.0,3940.0,4057.0,4111.0,4134
615563689#1,-843901545#1,9.23726351614824,12.0,84.0,229.0,428.0,687.0,1048.0,1502.0,1987.0,2558.0,3115.0,5001
29189452#0-AddedOffRampEdge,30095629,4.604663780106665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26682439,652731601#0,2.091981138537143,3.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9
172155489#2,28905432#0,1.212161144054211,5.0,11.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20
599226364,29189452#2-AddedOnRampEdge,2.319432866101982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-172638590,431300060,1.6739529745795776,21.0,102.0,248.0,412.0,540.0,623.0,698.0,748.0,774.0,784.0,786
-288786859,-980535626#1,1.6005989625413348,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
30453877,-25334431,1.5929853291956215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42650929#0,91818465#0,1.2022231121155045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-29072306#1,27647148#2,4.503445122417728,246.0,1327.0,2657.0,3594.0,4153.0,4435.0,4583.0,4667.0,4719.0,4731.0,4736
-24854934#4,-28389777#1,1.68112244725815,5.0,14.0,34.0,57.0,75.0,108.0,131.0,134.0,148.0,155.0,156
24855226#0,-29072312#1,5.810673164588174,132.0,356.0,864.0,1672.0,2658.0,3550.0,4181.0,4588.0,4815.0,4895.0,4959
30453877,-25314493#2,1.9023808458144875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25195319#0,31286218,2.209023621634429,96.0,275.0,585.0,907.0,1181.0,1565.0,1946.0,2334.0,2725.0,3043.0,4303
25027062#2,-29072306#1,4.867444448167995,57.0,137.0,432.0,922.0,1691.0,2425.0,3058.0,3514.0,3808.0,3992.0,4159
202760015#0,-180715168,2.476924213525403,48.0,209.0,693.0,1095.0,1415.0,1548.0,1584.0,1587.0,1588.0,1588.0,1588
615563689#0,-119745446,1.638969682330114,32.0,91.0,91.0,91.0,135.0,265.0,393.0,430.0,432.0,432.0,432
29189452#0,-319752146#2,2.0407419198212446,6.0,11.0,68.0,121.0,181.0,333.0,519.0,667.0,765.0,929.0,1430
29189452#0-AddedOffRampEdge,27647149#4,2.360925623990538,1.0,3.0,12.0,16.0,25.0,48.0,70.0,101.0,130.0,187.0,1459
639684452#7,-29072306#1,5.123744614210612,87.0,468.0,1266.0,2285.0,3069.0,3762.0,4246.0,4573.0,4777.0,4871.0,4966
-443057090#1,25342752#2,2.0646465563102594,7.0,28.0,81.0,151.0,259.0,381.0,474.0,576.0,702.0,775.0,1004
29189453,27607962,2.2823683444610645,7.0,12.0,22.0,45.0,67.0,102.0,135.0,238.0,344.0,452.0,1405
-168436709,843932181#0,8.587963844960834,40.0,365.0,1025.0,1739.0,2322.0,2975.0,3687.0,4217.0,4610.0,4796.0,5001
-29072306#1,582373789#0,2.73074193675177,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8
-24605060#1,-185717975,2.129390587535013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189453,-172643287#2,7.283918777479722,5.0,175.0,589.0,1178.0,1905.0,2669.0,3337.0,3859.0,4216.0,4493.0,5001
25314977,27623929#2-AddedOnRampEdge,4.479398835601529,0.0,0.0,1.0,79.0,263.0,512.0,966.0,1487.0,1821.0,1954.0,2009
24854810#0,30092807#0,6.019276125282207,83.0,314.0,808.0,1440.0,2182.0,2800.0,3326.0,3763.0,4099.0,4366.0,4994
-615563686#6,-27606771#2,6.098122921642964,206.0,461.0,760.0,1145.0,1642.0,2212.0,2807.0,3338.0,3768.0,4079.0,4982
615563686#5,-576465698#1,8.065107569345589,3.0,91.0,466.0,1147.0,2000.0,2818.0,3448.0,3940.0,4315.0,4563.0,5001
348439788#0,-168436709,4.176962975827483,42.0,225.0,459.0,823.0,1385.0,1878.0,2311.0,2577.0,2660.0,2676.0,2678
-28558430,152994578,3.137457570948502,38.0,178.0,395.0,638.0,936.0,1386.0,1738.0,1973.0,2192.0,2334.0,2497
28905432#0,-386635688#1,1.35903848848584,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
1124431851,25164934#2,1.5989265066695,8.0,26.0,148.0,289.0,480.0,652.0,760.0,837.0,867.0,872.0,878
503405666,443057090#1,9.527591279930483,24.0,168.0,426.0,648.0,869.0,1139.0,1525.0,2079.0,2693.0,3345.0,5001
118988212#0,42679013#0,1.8799740019867388,366.0,859.0,1036.0,1064.0,1067.0,1067.0,1067.0,1067.0,1067.0,1067.0,1067
349935423#4,26897447#3,3.1811536087243817,0.0,50.0,221.0,571.0,1042.0,1735.0,2212.0,2318.0,2354.0,2381.0,2386
-179311997,1097962018#0,4.397227226757029,73.0,291.0,696.0,1197.0,1647.0,2085.0,2559.0,3083.0,3613.0,4045.0,4801
158183861#16,-28838373,1.4595812336784697,15.0,44.0,98.0,136.0,203.0,292.0,403.0,487.0,564.0,602.0,627
27588046#0,-465272566#1,2.217667497726293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25314977,23414715#0,7.554691241721734,171.0,502.0,1070.0,1749.0,2469.0,3203.0,3794.0,4265.0,4555.0,4718.0,4887
465272566#0,352150498#0,1.8786791471555644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8233804#0,-652731596#2,4.663834119266308,73.0,443.0,1077.0,1801.0,2413.0,3010.0,3562.0,4037.0,4372.0,4605.0,5000
-555811611,46430298,1.2693827203140085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
91875266,599226364,2.187772746252162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
162228185,-25164950#0,1.933454679099712,5.0,27.0,85.0,158.0,253.0,329.0,404.0,450.0,496.0,554.0,1449
689686643#0,29072306#0,4.043836636979911,122.0,651.0,1493.0,2345.0,3020.0,3494.0,3781.0,3937.0,3995.0,4009.0,4021
-615563686#2,-469731874#1,5.824991511946003,124.0,326.0,718.0,1193.0,1755.0,2252.0,2683.0,3042.0,3423.0,3699.0,4625
-27366829#8,39021612#4,3.7613065390636025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26682439,-29072312#1,11.89431629523183,3.0,55.0,380.0,1262.0,2410.0,3451.0,4144.0,4607.0,4824.0,4927.0,5001
42680549#0,-561074654#3,1.2160045917964954,31.0,182.0,431.0,757.0,1116.0,1451.0,1675.0,1864.0,2012.0,2089.0,2328
42246097-AddedOnRampEdge,-29072306#1,4.259602033253462,44.0,164.0,677.0,1472.0,2339.0,2899.0,3176.0,3302.0,3343.0,3363.0,3363
162228185,-31286310#1,1.1776214233891629,8.0,19.0,39.0,51.0,67.0,79.0,84.0,86.0,86.0,86.0,86
24854660#0,24855076#2,2.291912606621932,175.0,462.0,691.0,828.0,980.0,1047.0,1208.0,1413.0,1535.0,1637.0,1727
-204521194#1,352158878#4,2.8847134162585246,0.0,10.0,125.0,318.0,714.0,1107.0,1296.0,1347.0,1357.0,1365.0,1365
25334431,23005145-AddedOnRampEdge,2.464732455454706,0.0,1.0,60.0,238.0,421.0,590.0,693.0,728.0,741.0,746.0,746
-132472091#1,8055217#3,1.5370593524925955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24854910#0,-965616564,8.734999653092462,14.0,168.0,556.0,1086.0,1776.0,2542.0,3239.0,3827.0,4283.0,4604.0,5001
24854789#2,-29072312#1,5.133367462268732,181.0,357.0,659.0,1324.0,2187.0,3068.0,3764.0,4249.0,4543.0,4697.0,4826
46243373#0,309769499,1.7237678449268388,2.0,3.0,4.0,6.0,12.0,16.0,26.0,36.0,43.0,46.0,1389
411451801#0,-147469023#2,2.1025216610647344,15.0,44.0,66.0,89.0,106.0,112.0,124.0,138.0,173.0,227.0,686
-25026462#5,161667690#0,2.031287166425709,3.0,14.0,22.0,22.0,30.0,44.0,80.0,95.0,95.0,106.0,106
411451801#3,912009456,1.9976671720149053,13.0,48.0,98.0,160.0,209.0,247.0,273.0,294.0,317.0,339.0,395
25162686#8,29142945#0,2.195995483559269,45.0,163.0,430.0,647.0,934.0,1230.0,1483.0,1655.0,1766.0,1809.0,1844
25315120#0,599226364,1.2289813668174554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25342653#4,420074402#0,2.205766966226019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
734002870#0,1081066600#0,2.653388218197121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189452#1,-28355163#1,13.52159273565445,3.0,39.0,240.0,723.0,1326.0,1975.0,2560.0,3126.0,3589.0,4021.0,5001
133750975,29072306#0,1.9090704051588032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
576465698#0,-42784304#1,4.439338721166533,359.0,1025.0,1637.0,1996.0,2350.0,2712.0,3092.0,3461.0,3842.0,4178.0,4886
26682439,348439788#0,4.384419651643399,20.0,92.0,137.0,305.0,930.0,1301.0,1484.0,1753.0,1869.0,1888.0,1897
582373785#2,352158878#0,1.749998281079464,2.0,2.0,2.0,2.0,4.0,7.0,15.0,30.0,39.0,40.0,40
27366814#0,-555811601#1,2.7823502971482057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-769920219#1,27623939#0,7.016590239023087,60.0,240.0,503.0,818.0,1165.0,1505.0,1812.0,2124.0,2445.0,2749.0,5000
-42677846#2,-190735673#3,5.601309025789883,144.0,877.0,1771.0,2586.0,3476.0,4179.0,4620.0,4842.0,4951.0,4982.0,5000
443057092,651146374#0,1.7793460297431898,3.0,7.0,8.0,8.0,8.0,9.0,11.0,13.0,19.0,31.0,657
29072305,25334433#0,1.7490306260206416,1.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6
-48501990,37616075#0,4.62437660175123,30.0,119.0,265.0,525.0,1005.0,1643.0,2302.0,2891.0,3363.0,3710.0,4248
642888620#0,420074401#0,3.03018688157724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26682439,-25334095#2,11.899923492499475,1.0,30.0,257.0,976.0,1978.0,3034.0,3877.0,4446.0,4726.0,4884.0,5001
29189452#0-AddedOffRampEdge,128984786#0,2.1431628290842832,4.0,12.0,43.0,69.0,133.0,174.0,217.0,263.0,317.0,360.0,585
204521193,-49773052#1,1.6695954302564964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189452#0,11657519#0,2.4239318430367267,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
-593761442#11,27623929#2,2.122825493119412,2.0,6.0,7.0,23.0,36.0,54.0,86.0,166.0,240.0,371.0,1004
-465272566#1,-29072306#1,1.8175365382784243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
203573844#2,24885704#2,1.5400157763570144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-29072306#1,-27606526#4,3.629461834687015,0.0,122.0,798.0,1719.0,2014.0,2048.0,2049.0,2049.0,2049.0,2049.0,2049
-582373785#10,309769927,2.2890759055884704,179.0,470.0,814.0,1011.0,1242.0,1471.0,1609.0,1680.0,1714.0,1725.0,1752
29189372#0,-28905429,3.661669430582313,186.0,937.0,2070.0,3007.0,3569.0,3875.0,4014.0,4061.0,4072.0,4073.0,4073
24652467#5,-443057095#1,2.201066101325494,98.0,707.0,1513.0,2285.0,2799.0,3096.0,3274.0,3373.0,3433.0,3466.0,3518
-190735673#3,25316177#0,1.9266265236489133,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
582036515#0,-28558433#1,2.174413000848122,44.0,234.0,624.0,952.0,1115.0,1176.0,1199.0,1206.0,1213.0,1215.0,1217
-28170084#1,349935423#2,14.639414578209276,1.0,25.0,250.0,941.0,1950.0,2921.0,3588.0,4123.0,4485.0,4739.0,5001
190735673#0,27204444,13.71237620911988,2.0,80.0,497.0,1209.0,2016.0,2822.0,3550.0,4124.0,4537.0,4784.0,5001
585778654#0,642888620#0,1.401435526939789,15.0,88.0,368.0,862.0,1380.0,1834.0,2215.0,2541.0,2743.0,2870.0,2971
-29072306#1,25314635#4,1.6885183753460258,1.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6
26963496#1,28169234#2,1.6480650030673,16.0,45.0,86.0,150.0,218.0,274.0,324.0,387.0,419.0,446.0,598
599226364,23005123#0,1.770358675622668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30095664-AddedOnRampEdge,25195756#2,4.178551641307424,250.0,772.0,1564.0,2503.0,3281.0,3843.0,4188.0,4340.0,4413.0,4443.0,4456
181200686#0,-736505145#1,3.93754759512886,48.0,165.0,772.0,1504.0,2228.0,2802.0,3221.0,3492.0,3644.0,3723.0,3805
24854662#0,24880750#0,1.6189825110693763,32.0,88.0,90.0,90.0,98.0,168.0,324.0,423.0,440.0,440.0,440
27588045#2,589896785,10.189723958610262,3.0,52.0,358.0,1042.0,1963.0,2946.0,3767.0,4305.0,4633.0,4796.0,5001
29189372#0,1055602779,3.8230431002662986,238.0,1201.0,2428.0,3355.0,3830.0,4082.0,4179.0,4208.0,4211.0,4211.0,4211
348439788#0,29072306#0,16.331639715083554,1.0,26.0,288.0,1169.0,2275.0,3165.0,3810.0,4303.0,4646.0,4827.0,5001
28170096#0,-652731613#1,2.530401131305668,21.0,111.0,215.0,272.0,295.0,295.0,295.0,295.0,295.0,295.0,295
29072305,24854662#4,4.67600687473107,184.0,836.0,1493.0,2563.0,3219.0,3613.0,3889.0,4091.0,4200.0,4265.0,4305
-28837113#1,-465720419#0,2.517463098133077,8.0,55.0,191.0,423.0,732.0,1016.0,1245.0,1387.0,1478.0,1512.0,1526
172556868#0,652731596#1,2.39748058661889,71.0,520.0,1140.0,1519.0,1785.0,1903.0,1947.0,1970.0,1974.0,1976.0,1977
28235866#0,-29072312#1,3.856707633823713,316.0,1192.0,2165.0,2929.0,3437.0,3753.0,3904.0,4010.0,4044.0,4053.0,4065
