origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
1075956223,23005144#1,2.3879052615436707,5.0,17.0,39.0,42.0,51.0,68.0,146.0,299.0,488.0,715.0,3310
-25026466,161667690#0,1.86460974962708,3.0,12.0,20.0,21.0,29.0,43.0,80.0,93.0,93.0,106.0,117
24579133#5,-28838374#1,1.9117612594949325,7.0,21.0,100.0,207.0,403.0,593.0,781.0,1080.0,1286.0,1586.0,2294
154797088#7,27123048#0,5.833615236553893,421.0,2224.0,5056.0,7095.0,8164.0,8746.0,8989.0,9070.0,9093.0,9099.0,9100
319752146#3,1081066600#5,1.4797368862503302,6.0,16.0,25.0,41.0,50.0,66.0,85.0,125.0,170.0,216.0,540
24854693#2,24843193#0,4.251019680788128,132.0,273.0,978.0,1849.0,2901.0,3855.0,4692.0,5506.0,6141.0,6633.0,7616
-168436709,348439788#0,4.149555565755347,471.0,919.0,1798.0,2725.0,3166.0,3586.0,3906.0,4076.0,4204.0,4227.0,4240
-28838375,159918179#0,2.684370101433325,34.0,199.0,638.0,1391.0,2592.0,3893.0,5159.0,6241.0,7065.0,7588.0,8283
158183864#7,-652731596#0,2.348995007402312,34.0,717.0,2226.0,3543.0,4350.0,4770.0,4972.0,5106.0,5151.0,5161.0,5162
29189452#1,235605364#0,14.196783149449145,2.0,65.0,417.0,1171.0,2150.0,3238.0,4378.0,5476.0,6524.0,7460.0,10001
348439788#0,172547965,1.854449003457575,0.0,0.0,2.0,2.0,8.0,10.0,14.0,16.0,16.0,16.0,16
42783080#0,674283388#1,3.04655569583789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25314977,28235863#3,4.217696216454455,107.0,633.0,1809.0,3154.0,4289.0,5308.0,5930.0,6288.0,6509.0,6619.0,6695
645713219#4,81368470,4.170204272353722,14.0,129.0,551.0,1318.0,2350.0,3560.0,4761.0,5945.0,6919.0,7690.0,9991
27366824#0,-42246096,4.576606506944317,203.0,622.0,2272.0,3877.0,5448.0,6449.0,6958.0,7167.0,7234.0,7266.0,7277
42679013#0,48272625#0,1.6959843127278709,23.0,158.0,565.0,1203.0,2010.0,2608.0,2920.0,3122.0,3223.0,3258.0,3261
29189043#3,42665089,1.7022629987333362,2.0,36.0,110.0,237.0,324.0,388.0,488.0,621.0,779.0,1035.0,1859
765685613#0,29072305,4.239322064734713,440.0,1538.0,3330.0,5213.0,6491.0,7362.0,7912.0,8277.0,8483.0,8591.0,8692
202760030#0,205385764#0,1.2115880806063255,35.0,54.0,71.0,128.0,130.0,150.0,158.0,158.0,158.0,158.0,158
4414036#0,26897447#3,5.791827645966027,84.0,256.0,708.0,1364.0,2164.0,2945.0,3734.0,4558.0,5287.0,5937.0,9489
42650929#0,-689686643#3,1.226801453250677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42651253#0,92413093,1.3445774218463291,18.0,67.0,179.0,327.0,523.0,690.0,817.0,916.0,959.0,973.0,978
-91873559#3,635918592#0,12.499721316769064,1.0,14.0,91.0,455.0,1094.0,2010.0,3004.0,4146.0,5313.0,6369.0,10001
-168436709,348439788#0,4.149555565755347,448.0,901.0,1857.0,2710.0,3164.0,3594.0,3949.0,4164.0,4285.0,4306.0,4318
-190735673#3,-25314493#2,1.4108306338911252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
179311986,-638029791,9.118278938850803,19.0,172.0,625.0,1299.0,1949.0,2662.0,3521.0,4608.0,5929.0,7239.0,9999
25314977,582373791#0,2.7109537915753497,4.0,13.0,41.0,94.0,200.0,358.0,481.0,598.0,693.0,737.0,788
-28558430,152994578,3.137457570948502,39.0,212.0,433.0,737.0,1208.0,1973.0,2687.0,3197.0,3737.0,4158.0,4853
249628858,43405558#3,1.2847893943501196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
204521194#2,-469731874#1,2.996430353641312,0.0,18.0,140.0,269.0,748.0,1666.0,2297.0,2437.0,2438.0,2438.0,2438
-162228161,-101362555,13.93947214244139,1.0,35.0,229.0,841.0,1898.0,3132.0,4544.0,5962.0,7079.0,7970.0,10001
-202760020#8,28836435#1,1.342457744544236,4.0,11.0,24.0,55.0,91.0,134.0,201.0,278.0,344.0,404.0,479
-43138036#2,425366256,4.588726445110337,14.0,18.0,45.0,71.0,155.0,424.0,661.0,992.0,1473.0,1869.0,3096
172621653#0,172550483#4,1.5619804894140787,12.0,21.0,55.0,83.0,147.0,215.0,291.0,427.0,516.0,630.0,861
91873559#0,24855226#8,7.153132513310801,25.0,183.0,513.0,1022.0,1766.0,2788.0,3980.0,5206.0,6384.0,7420.0,10000
25316220,411451801#3,1.3151223852309544,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
29072305,180715168,13.457533506059203,1.0,65.0,434.0,1294.0,2439.0,3854.0,5397.0,6772.0,7878.0,8747.0,10001
29072305,27623929#2-AddedOnRampEdge,4.188745426033332,0.0,96.0,367.0,606.0,1451.0,2621.0,3407.0,3793.0,3892.0,3912.0,3912
25314977,23005117#0,3.2814829748953813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
734002870#0,28235863#0,2.54773469536364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-29072306#1,179311986,8.54490335125997,23.0,300.0,1302.0,3053.0,5177.0,6929.0,8185.0,8936.0,9409.0,9673.0,10001
29189452#0-AddedOffRampEdge,4414036#0,6.4667204925474255,154.0,621.0,1480.0,2591.0,3827.0,5115.0,6263.0,7240.0,8003.0,8617.0,9701
23005121,729801542#0,2.018650041462072,3.0,5.0,9.0,13.0,16.0,24.0,37.0,44.0,48.0,52.0,74
30453877,133750975-AddedOffRampEdge,2.282655909298305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-168436709,383420514,3.989980701367567,505.0,1090.0,1681.0,2456.0,3506.0,4654.0,5524.0,6108.0,6333.0,6453.0,6564
590848307#0,-168436709,4.28879008535399,32.0,185.0,461.0,912.0,1695.0,2646.0,3769.0,4570.0,4998.0,5185.0,5336
612989586,24854298#0,1.7814461379191875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189453,25196030#0,2.32445879222898,7.0,12.0,22.0,46.0,69.0,106.0,149.0,270.0,410.0,563.0,3126
-465272566#1,-555811601#1,2.595030914161148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-1072087776#2,22930156#0,1.786631830254075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-28905430#5,-964072170,1.3293596177972085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25314977,25334431,1.7802648134849977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189453,615563689#3,6.969517942809281,199.0,529.0,975.0,1571.0,2569.0,3792.0,4968.0,5954.0,6737.0,7371.0,9847
26682439,843932181#0,8.77340317757658,121.0,1212.0,3347.0,5528.0,7134.0,8164.0,8945.0,9447.0,9728.0,9876.0,10001
203573844#2,24885704#2,1.5400157763570144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24854692,-29072306#1,4.8734658517596525,39.0,100.0,377.0,986.0,2115.0,3401.0,4598.0,5619.0,6473.0,7133.0,8063
29189372#0,578839257,3.5011112975861454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
431300073,173036810,2.239168704997985,12.0,60.0,188.0,512.0,1117.0,1948.0,2703.0,3303.0,3723.0,4044.0,4651
319752148#0-AddedOnRampEdge,27623929#2,1.7861069444853046,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-25314493#2,425366256,2.1194375487796417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
204521193,-49773052#1,1.6695954302564964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
180715197,1122916117,10.435181139172432,4.0,134.0,736.0,1824.0,3236.0,4864.0,6384.0,7660.0,8608.0,9240.0,10001
184612844,25026500#2,1.730736726847219,6.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10
42784304#0,-31286218,2.150032071083539,13.0,96.0,353.0,859.0,1409.0,1969.0,2667.0,3427.0,4190.0,4857.0,7822
26682439,-29072306#1,12.339257939724265,1.0,60.0,566.0,2270.0,4590.0,6686.0,8139.0,9062.0,9558.0,9798.0,10001
-352150488#5,1076317292#1,2.170163504451768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23005121,-81114188#2,1.81271703254085,4.0,6.0,10.0,34.0,45.0,72.0,100.0,112.0,129.0,136.0,197
-168436709,-28836163#0,3.477142106520057,318.0,653.0,1238.0,1485.0,1615.0,1885.0,2091.0,2282.0,2483.0,2603.0,2728
24854934#3,-24854660#0,1.5937560000290223,5.0,23.0,39.0,56.0,67.0,92.0,101.0,102.0,102.0,102.0,102
27587401#1,765685613#1,1.698142948332893,18.0,53.0,92.0,146.0,237.0,334.0,416.0,469.0,528.0,586.0,1005
26682439,29072313#0,12.05050279007997,2.0,48.0,496.0,1874.0,4037.0,6109.0,7703.0,8740.0,9376.0,9699.0,10001
590848307#0,-168436709,4.28879008535399,30.0,185.0,452.0,921.0,1733.0,2649.0,3819.0,4599.0,5032.0,5229.0,5394
204521194#2,-749785894#1,4.510085881898596,121.0,583.0,1192.0,2502.0,3799.0,5032.0,5994.0,6770.0,7438.0,7926.0,8806
26682439,348439788#0,4.384419651643399,20.0,101.0,179.0,425.0,1510.0,2268.0,2773.0,3409.0,3779.0,3916.0,3958
-162228161,-52505109,1.172866609225259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26682439,28355113,2.057356136639881,3.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9
26682439,348439788#0,4.384419651643399,20.0,101.0,174.0,471.0,1493.0,2199.0,2766.0,3442.0,3801.0,3942.0,3977
-28905430#5,8055217#3,1.5131658515739366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25461468#0,162228185,1.4658948225231752,85.0,632.0,1663.0,2793.0,3561.0,3859.0,3982.0,4005.0,4007.0,4007.0,4007
29189452#0,628220982#2,6.633516889899795,55.0,373.0,1173.0,2303.0,3661.0,5050.0,6315.0,7450.0,8310.0,8912.0,9989
-668550613,-656469144#2,1.5260438337509197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189453,-29072306#1,4.18055871825735,372.0,1791.0,3643.0,5312.0,6649.0,7417.0,7734.0,7808.0,7824.0,7825.0,7825
-652731613#1,8055217#3,14.0351347149355,11.0,219.0,1218.0,3251.0,5558.0,7248.0,8398.0,9104.0,9533.0,9752.0,10001
-25334497#2,23005125#0,2.272797567989597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-741281800,-190735673#3,2.236606316321575,20.0,102.0,264.0,511.0,776.0,1017.0,1202.0,1283.0,1328.0,1341.0,1343
-154797088#4,-24854934#4,4.969264463327816,156.0,434.0,1128.0,2643.0,4076.0,4975.0,5674.0,6183.0,6389.0,6477.0,6518
-741281800,-411451801#1,1.981460728548108,7.0,21.0,66.0,117.0,176.0,238.0,315.0,396.0,444.0,471.0,500
48272343,-42246096,7.077852292768194,158.0,419.0,842.0,1372.0,2040.0,2878.0,3809.0,4739.0,5701.0,6610.0,9970
-705793430#2,27624083-AddedOffRampEdge,1.6660455755148478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29189452#0-AddedOffRampEdge,-288510375,2.286647391739103,10.0,23.0,112.0,233.0,372.0,693.0,1059.0,1315.0,1641.0,1978.0,3212
26844010#0,-27203168#7,2.978516110352225,466.0,1844.0,3249.0,4278.0,4861.0,5128.0,5230.0,5264.0,5273.0,5277.0,5278
30453877,-25334431,1.5929853291956215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-239118539,411451801#0,3.742261215313453,230.0,1111.0,2307.0,3604.0,4707.0,5514.0,6068.0,6317.0,6446.0,6476.0,6493
-267258079,42679013#0,4.136117371050362,554.0,2554.0,4734.0,6043.0,6860.0,7194.0,7290.0,7314.0,7316.0,7316.0,7316
30453877,-25316216,2.4663151978214404,0.0,0.0,0.0,3.0,5.0,8.0,14.0,15.0,15.0,15.0,15
-168436709,29072306#0,12.845156449392334,1.0,34.0,305.0,1107.0,2449.0,4146.0,5847.0,7323.0,8341.0,9035.0,10001
24854693#0,23462357#0,4.11185870846467,603.0,1211.0,2524.0,3688.0,4862.0,5640.0,6011.0,6202.0,6318.0,6393.0,6435
-29072306#1,-25314493#2,1.7317097843599425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-28905429,27023046,2.742807877181023,0.0,36.0,230.0,398.0,457.0,509.0,512.0,512.0,512.0,512.0,512
555811601#1,-352158878#5,1.2483496765365627,4.0,15.0,29.0,58.0,78.0,121.0,156.0,209.0,257.0,294.0,393
599226157,27623929#2,2.325613771241008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-190735673#3,348439788#0,15.096246558705268,4.0,124.0,778.0,2257.0,4137.0,5691.0,7108.0,8207.0,8983.0,9480.0,10001
116757516#2,-29072306#1,5.122695113119282,118.0,634.0,1779.0,2941.0,4310.0,5729.0,6919.0,7858.0,8523.0,8968.0,9611
30095664-AddedOnRampEdge,133750975-AddedOffRampEdge,1.9035115085264904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
674283383,-42246096,4.310076542506403,133.0,619.0,1462.0,2764.0,3824.0,5232.0,5942.0,6649.0,6797.0,6811.0,6812
-168436709,-264223268,5.283302493964084,552.0,2339.0,4132.0,5708.0,6960.0,7909.0,8636.0,9151.0,9498.0,9724.0,9939
596655698#0,-27588389#1,6.989970160542714,14.0,97.0,329.0,721.0,1196.0,1857.0,2691.0,3547.0,4394.0,5198.0,10001
26682439,1097962018#0,9.639031540709809,22.0,319.0,1642.0,3832.0,5805.0,7373.0,8444.0,9083.0,9428.0,9676.0,10001
-26984510#1,-28170084#1,1.7631408095637862,4.0,13.0,31.0,82.0,163.0,319.0,514.0,704.0,901.0,1099.0,1816
