origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
244564998,201673016#2,17.417745255581785,1.0,4.0,111.0,1144.0,4089.0,8059.0,11520.0,13584.0,14496.0,14852.0,15001
305996479,-283852216#1,2.9422849498901544,175.0,526.0,1532.0,2653.0,3820.0,5004.0,6098.0,7070.0,7935.0,8598.0,10309
4969364,-201673019#3,3.9280036383707375,52.0,176.0,347.0,365.0,392.0,471.0,634.0,798.0,1215.0,2378.0,3463
32526280,-24771944#5,1.440230684880218,1.0,20.0,21.0,84.0,212.0,611.0,1109.0,1770.0,2313.0,2729.0,3634
201673012#8,23820412#0,10.339533915051206,3.0,38.0,258.0,986.0,2318.0,4233.0,6304.0,8489.0,10361.0,11988.0,15001
4968774,173947097#0,27.89363773495573,1.0,40.0,291.0,1295.0,3182.0,5642.0,8007.0,9864.0,11193.0,12205.0,15001
280020566#0,62257427#0,11.635403095608552,57.0,235.0,670.0,1478.0,2786.0,4580.0,6699.0,8808.0,10613.0,12113.0,15000
27956887#0,-201669202,21.12361088509046,1.0,4.0,66.0,529.0,1784.0,3805.0,6012.0,8266.0,10311.0,12038.0,15001
-262212800#2,168717235,1.2637795039517787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4968774,-34761131#0,2.213771292194043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
273449944#0,-172410734#1,17.15519208550957,1.0,4.0,89.0,514.0,1514.0,3077.0,4990.0,6898.0,8675.0,10343.0,15001
374296245,49234756#0,1.219511269580525,3.0,6.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16
4969364,-34761131#4,2.5382926047996355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
698849917,-900439225#0,18.38015534230728,1.0,15.0,401.0,2658.0,6987.0,11157.0,13597.0,14580.0,14893.0,14975.0,15001
4969364,-356117986,2.581040837136778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
240181965#2,-236789965,22.38181386953336,1.0,3.0,91.0,363.0,1211.0,3231.0,6307.0,9241.0,11515.0,13017.0,15001
-202443142#4,32880166,16.049991602184804,13.0,52.0,188.0,590.0,1337.0,2709.0,4588.0,6757.0,8931.0,11003.0,15001
1005203818,75601221#1,1.7640480474826017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
264663108,109246411#0,1.3010060077044396,11.0,25.0,55.0,116.0,215.0,367.0,535.0,713.0,918.0,1197.0,3052
269820730,273287559#0,2.0321746950514,7.0,165.0,707.0,1659.0,2922.0,4806.0,7089.0,9126.0,10687.0,11871.0,14038
-274295660#1,623182790#0,11.007825166823595,14.0,207.0,820.0,2017.0,3703.0,5431.0,7126.0,8547.0,9838.0,11010.0,14999
4857288,-274786333,1.1134930407526695,1.0,2.0,7.0,12.0,16.0,20.0,26.0,30.0,31.0,40.0,124
900439225#2,-34761131#0,1.2979768922725743,4.0,8.0,14.0,20.0,22.0,24.0,24.0,28.0,35.0,36.0,40
520623302,33797546#1,4.540743156743219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
52026998,44722581#0,1.1255577250876172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
591311355#0,154231289#0,3.6841091724701767,1.0,2.0,4.0,4.0,4.0,11.0,26.0,69.0,114.0,196.0,1222
154635212,95108508#1,1.6625735675495634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-192123857#3,-577584841,11.259007196987998,102.0,736.0,2307.0,4602.0,6656.0,8217.0,9576.0,10762.0,11658.0,12381.0,14993
301414599,-172410734#4,16.22519686162119,1.0,3.0,65.0,418.0,1432.0,3035.0,4809.0,6464.0,8013.0,9437.0,15001
263347714,275898498,2.474231920617447,42.0,328.0,785.0,1582.0,2701.0,3992.0,5474.0,6982.0,8581.0,10034.0,14131
-379059897#10,277547385#3,1.5344512746884678,2.0,8.0,18.0,42.0,89.0,166.0,305.0,435.0,593.0,708.0,777
211285108#0,25301406,2.58873010078032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
118807725,172431729,23.34869718131704,1.0,2.0,26.0,233.0,922.0,2399.0,4620.0,6898.0,9166.0,10923.0,15001
-493958207,350878471,20.07043626102916,105.0,492.0,1185.0,2256.0,3695.0,5362.0,7174.0,8848.0,10219.0,11291.0,14797
248637556,53420585#5,1.4235969903715968,6.0,12.0,19.0,44.0,81.0,115.0,127.0,127.0,127.0,127.0,127
25236612,-45336762#2,1.7724380763756726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
196903053#8,350878471,8.875552660026049,40.0,747.0,2704.0,5071.0,7058.0,8527.0,9651.0,10595.0,11346.0,11954.0,14999
28901805#1,112426157#0,3.65750765207744,233.0,886.0,1753.0,3241.0,5010.0,6854.0,8829.0,10525.0,11783.0,12713.0,14905
30610909,-356117986,13.722158095637862,88.0,557.0,1047.0,1504.0,1907.0,2363.0,3252.0,4834.0,6880.0,8884.0,14374
266142769,60812857#1,15.32334624793357,1.0,1.0,51.0,274.0,907.0,2025.0,3778.0,6012.0,8042.0,9794.0,15001
587824506,172150455#2,1.598256670478439,8.0,63.0,230.0,488.0,935.0,1692.0,2537.0,3094.0,3380.0,3500.0,3548
-323217055#1,49077114,1.1325607495536678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23231510#2,329347640,3.86578394917006,3.0,6.0,41.0,197.0,283.0,370.0,545.0,797.0,1072.0,1230.0,2495
29026697,997572387,21.14018238449311,1.0,1.0,55.0,385.0,1295.0,2720.0,3998.0,5122.0,6059.0,6858.0,15001
-899831802,248637556,1.3038422863751016,3.0,7.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13
268641871,375731464,2.080385781991708,12.0,24.0,51.0,66.0,81.0,93.0,113.0,129.0,149.0,157.0,193
183879203#0,24754174#0,10.097066945241853,1.0,14.0,215.0,938.0,2333.0,4401.0,6633.0,8791.0,10618.0,12024.0,15001
-7980203#2,-183474089#1,4.898702783868291,20.0,269.0,1011.0,2190.0,3569.0,5129.0,6618.0,7976.0,9228.0,10454.0,15001
329347631,23253054#0,18.854037638529288,1.0,3.0,90.0,559.0,1844.0,4123.0,7072.0,9902.0,12065.0,13497.0,15001
130893444,-33421760#2,15.80819735017064,2.0,45.0,249.0,626.0,1316.0,2833.0,5544.0,8735.0,11299.0,12974.0,15001
-274734453,-197081213#1,4.048739811137995,78.0,512.0,1304.0,2361.0,3700.0,4978.0,6043.0,6926.0,7739.0,8339.0,10032
-85890893#1,-43760384,10.430259334720368,1.0,4.0,32.0,232.0,965.0,2555.0,4870.0,7505.0,9856.0,11789.0,15001
183973144#0,722811028#0,4.5677706714659285,132.0,907.0,2518.0,4543.0,6420.0,8158.0,9733.0,11187.0,12309.0,13175.0,14988
1013673852,184228156,2.356678250960448,4.0,8.0,19.0,44.0,70.0,116.0,170.0,266.0,380.0,495.0,2804
-54047358#1,-342853447#1,16.85526523010194,1.0,4.0,47.0,273.0,819.0,1775.0,2961.0,4190.0,5318.0,6404.0,15001
353017350,34089979#0,15.082460019342744,4.0,27.0,223.0,985.0,2689.0,5340.0,8083.0,10246.0,11736.0,12871.0,15001
-323217246#0,-167107651#5,20.95888540951004,1.0,4.0,28.0,207.0,769.0,1840.0,3283.0,4812.0,6434.0,8089.0,15001
43092238#0,274433601-AddedOffRampEdge,15.738909298972947,41.0,115.0,292.0,784.0,1741.0,3125.0,4814.0,6777.0,8828.0,10741.0,15001
172431735#0,341169217,3.235386152562778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
488708220,-228690417,17.819226804395203,1.0,23.0,172.0,786.0,2503.0,5539.0,9184.0,12171.0,13864.0,14633.0,15001
31991856#1,44128866,21.38085890886672,1.0,104.0,1137.0,3877.0,7283.0,10279.0,12281.0,13360.0,14010.0,14378.0,15001
335067366,46607766,3.5125092480851654,122.0,2138.0,4726.0,5890.0,6293.0,6369.0,6384.0,6384.0,6384.0,6384.0,6384
-25802990#0,-201673016#3,14.880427906886611,1.0,19.0,166.0,805.0,2331.0,4735.0,7175.0,9420.0,11240.0,12617.0,15001
-196204263#1,55936539-AddedOnRampEdge,1.2054245331672386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
264448700,201669212#1,7.001948505403782,306.0,1618.0,3641.0,5847.0,7922.0,9642.0,11178.0,12295.0,13134.0,13678.0,14845
528121829,692559001#0,21.174162106233503,1.0,16.0,144.0,708.0,1824.0,3335.0,5177.0,6966.0,8703.0,10253.0,14999
32382158#1,587824512,2.6652966507379827,4.0,24.0,70.0,137.0,211.0,248.0,254.0,256.0,256.0,256.0,504
1117872339,239546829,0.7186483194728003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-55641550#4,371237381#2,5.584673727729928,75.0,338.0,923.0,1695.0,2633.0,3913.0,5434.0,7019.0,8466.0,9781.0,14658
52026998,172431733,23.61591850576332,1.0,1.0,43.0,278.0,1022.0,2488.0,4457.0,6567.0,8647.0,10337.0,15001
-900439225#2,201669202,1.550260148619342,3.0,8.0,13.0,17.0,17.0,17.0,17.0,19.0,20.0,21.0,21
205979066#6,446512760#0,2.443669696421382,48.0,110.0,263.0,450.0,720.0,1035.0,1428.0,1868.0,2376.0,2835.0,6623
353013176,44307994#0,1.7309319077532264,1.0,1.0,1.0,3.0,5.0,8.0,13.0,19.0,57.0,124.0,377
-170130526#1,95108509,0.8495315843918588,12.0,72.0,200.0,353.0,491.0,553.0,574.0,584.0,584.0,584.0,584
-284022191#1,8311381#0,3.0094504149630885,6.0,32.0,226.0,604.0,947.0,1388.0,1885.0,2341.0,2921.0,3553.0,8363
668139707,154819912,4.52190550554021,34.0,138.0,324.0,589.0,1012.0,1357.0,1620.0,1770.0,1904.0,2131.0,4907
-172431733,305541273,17.922028025406718,1.0,2.0,53.0,340.0,1129.0,2475.0,4527.0,7039.0,9563.0,11607.0,15001
220466414,802438418,3.9656409837093314,239.0,774.0,1438.0,2448.0,4055.0,5796.0,7404.0,8772.0,9947.0,10759.0,12621
-134383652#2,161606056-AddedOnRampEdge,5.63044816666656,20.0,188.0,688.0,1490.0,2645.0,4016.0,5374.0,6706.0,8036.0,9299.0,14979
266678914,28191626#0,1.509272732885072,58.0,269.0,927.0,1725.0,2571.0,3296.0,3882.0,4428.0,4900.0,5254.0,5955
166651374#0,-34761131#7,5.263899521271679,293.0,1312.0,3467.0,6219.0,8568.0,10575.0,12067.0,13031.0,13632.0,13966.0,14215
45336713,353012711#0,3.3829436482405617,591.0,1695.0,3538.0,6022.0,8474.0,10550.0,12222.0,13342.0,13776.0,13894.0,14010
44934232#0,290560387#1,2.889791122670612,40.0,200.0,335.0,366.0,368.0,407.0,744.0,1636.0,2650.0,3468.0,5767
1040768492,264684350#1,3.05546427034658,507.0,1901.0,3949.0,5976.0,7552.0,8584.0,9282.0,9744.0,10186.0,10467.0,10976
31539641#0,49810378#0,20.85184058437058,1.0,4.0,68.0,568.0,1934.0,4275.0,7254.0,10046.0,12210.0,13570.0,15001
55934151#0,154819912,2.532979409260881,9.0,23.0,80.0,173.0,325.0,523.0,745.0,958.0,1160.0,1333.0,1838
665082113#0,155422790#0,1.0599746120243072,2.0,3.0,6.0,11.0,16.0,17.0,23.0,24.0,24.0,24.0,24
172282531#0,55354917#0,2.1514992362122847,2.0,4.0,5.0,21.0,81.0,180.0,385.0,673.0,1097.0,1467.0,3857
299891425,-172345924#2,1.5349295999182289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
299456211,26626092,1.7974913982472018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-282060666,341169213,1.1868743873540806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-145124411#16,28252978#0,1.955454921828378,16.0,61.0,326.0,1278.0,3032.0,4907.0,6391.0,7400.0,7994.0,8293.0,8578
273256521#0,236789965,12.937733545242432,1.0,39.0,241.0,928.0,2330.0,4096.0,5929.0,7539.0,9059.0,10412.0,15001
25802990#0,44722527#3,0.4691867522341792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30654403#4,120213604#15,4.404067049984403,306.0,1346.0,2354.0,3571.0,5301.0,6988.0,8278.0,9169.0,9816.0,10334.0,12551
4968774,-172345924#3,29.795602714306685,1.0,12.0,140.0,705.0,1979.0,3809.0,5872.0,8031.0,9993.0,11549.0,15001
668139707,41432291#0,1.6383422965975118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-992533590,172431730,1.6137670057939164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
350878472,41432291#1,0.5382193363489033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
39894345#4,38558155#2,3.931556801794594,59.0,433.0,1617.0,3248.0,5076.0,6813.0,8375.0,9744.0,11010.0,12008.0,14821
-288643337#2,271129053,9.560946442245625,1.0,2.0,70.0,711.0,2765.0,6088.0,9521.0,12032.0,13491.0,14236.0,15001
250328448,-236789965,14.481306257862215,154.0,490.0,1271.0,2421.0,3990.0,5847.0,8035.0,10288.0,12195.0,13449.0,14980
