,origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
57,156964938,-97711519#1,11.182982706698482,2.0,28.0,160.0,423.0,566.0,612.0,539.0,479.0,465.0,453.0,5000
58,13076522,236789965,17.27517006090229,1.0,16.0,87.0,156.0,279.0,332.0,500.0,704.0,788.0,672.0,5001
59,116051214,94617640,2.787274914683502,12.0,43.0,135.0,338.0,522.0,603.0,493.0,384.0,252.0,174.0,3160
60,193022280#0,-111509272,9.684470855941829,21.0,53.0,209.0,470.0,631.0,676.0,650.0,626.0,517.0,433.0,4996
61,-44934223#3,45778842#0,4.076724542362181,240.0,519.0,525.0,269.0,189.0,269.0,290.0,290.0,213.0,201.0,4773
62,-52040588#3,181270783#0,6.590788997116318,16.0,120.0,292.0,365.0,457.0,540.0,535.0,497.0,413.0,438.0,5001
63,52026998,-900439225#2,16.656789443089217,1.0,11.0,93.0,455.0,934.0,1046.0,921.0,733.0,453.0,253.0,5001
64,329347636,-1028638193,22.56280776841985,1.0,10.0,110.0,446.0,714.0,618.0,471.0,330.0,221.0,224.0,5001
65,329347631,-273826822,25.55916790491624,1.0,3.0,26.0,137.0,471.0,772.0,970.0,879.0,680.0,490.0,5001
66,60129355,-116490719#2,1.4843101841777624,11.0,11.0,25.0,43.0,44.0,39.0,42.0,39.0,15.0,14.0,314
67,353013176,157120513#0,7.9449734602111315,1.0,24.0,147.0,335.0,632.0,687.0,726.0,515.0,390.0,407.0,5001
68,240981231,537191925#0,0.923423238317752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69,77767390#0,374401564#0,11.278910720806746,3.0,33.0,104.0,284.0,664.0,991.0,1028.0,798.0,520.0,316.0,5001
70,85864384,85859580,2.816452546210752,232.0,441.0,580.0,584.0,403.0,241.0,103.0,63.0,29.0,9.0,3629
71,35305472#0,-154231289#2,5.318139557008235,6.0,77.0,255.0,568.0,721.0,817.0,728.0,533.0,395.0,270.0,4960
72,27956887#2,62045156,2.2504535497790448,55.0,140.0,231.0,390.0,531.0,690.0,628.0,400.0,327.0,198.0,3793
73,912309235,27655535#0-AddedOffRampEdge,20.95192913600115,3.0,39.0,270.0,427.0,500.0,462.0,492.0,489.0,472.0,464.0,4996
74,257917686#1,210277570#0,2.1532498974313925,104.0,194.0,345.0,519.0,517.0,582.0,500.0,355.0,325.0,218.0,3967
75,-27153097#3,305541273,11.941951382249812,1.0,7.0,35.0,161.0,240.0,332.0,487.0,737.0,811.0,696.0,5001
76,-283432024,-623182790#2,23.477200967377584,5.0,38.0,80.0,214.0,388.0,630.0,671.0,692.0,690.0,602.0,5001
77,-142373484,-565727007#2,2.4646855775975114,11.0,43.0,60.0,82.0,67.0,43.0,22.0,3.0,0.0,0.0,331
78,329347636,690046120,3.025259227637201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
79,584191150,304539967,3.074730254534351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,528122118#0,154231302#0,2.445701809971931,20.0,64.0,153.0,210.0,403.0,397.0,481.0,417.0,266.0,201.0,2825
81,37455489#0,-381755652#6,3.482732679579809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82,-302251249#2,-900439225#2,30.69161762653094,1.0,0.0,19.0,269.0,824.0,1346.0,1176.0,688.0,359.0,207.0,5001
83,-623182790#1,-201673021,2.0340016458751498,74.0,169.0,256.0,305.0,276.0,197.0,102.0,38.0,19.0,8.0,1444
84,-953042437#2,34761131#5,16.320171091137397,1.0,9.0,54.0,255.0,677.0,1026.0,988.0,741.0,478.0,343.0,5001
85,4968774,939311533,16.609022278220838,1.0,18.0,256.0,1049.0,1399.0,960.0,550.0,366.0,187.0,115.0,5001
86,353028458#0,-493958208#0,6.498866981423348,27.0,125.0,342.0,710.0,872.0,624.0,501.0,425.0,399.0,307.0,4998
87,353028458#0,78825081#0,2.1054897476558936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
88,-189145628#5,370461999,1.1006962931406012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
89,352990901,-29026232#1,2.2583204549709217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90,172345924#2,-78825081#10,1.80854103364047,11.0,33.0,84.0,62.0,69.0,16.0,7.0,1.0,0.0,0.0,424
91,-32760791#4,-156888751,1.6140232582076772,200.0,590.0,908.0,832.0,593.0,343.0,168.0,70.0,11.0,5.0,3722
92,145124411#15,39894345#0,10.205580622938378,2.0,3.0,63.0,246.0,477.0,625.0,628.0,562.0,517.0,448.0,5001
93,145038766,30199558#0,2.1933234916997666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
94,30637711#0,77912760#0,1.7550544063449645,15.0,21.0,21.0,41.0,43.0,121.0,154.0,86.0,105.0,95.0,846
95,49912208,-45336715#1,1.2531543126297158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
96,196023014#0,1112991992,1.5171557700248264,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,59
97,102501409,95111063#0,2.642186112001909,28.0,72.0,147.0,135.0,143.0,109.0,57.0,31.0,9.0,0.0,949
98,-52027005#1,-145123632#2,12.956952968197182,2.0,21.0,130.0,392.0,625.0,674.0,568.0,569.0,526.0,475.0,5001
99,59995413,243051429#1,6.330437982411888,21.0,125.0,318.0,656.0,745.0,673.0,498.0,335.0,244.0,210.0,5001
100,210982672#0,36334968#0,0.5814875145209046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
101,-378950433#3,23231511#0,13.613641054457656,1.0,1.0,26.0,156.0,383.0,747.0,941.0,990.0,797.0,494.0,5001
102,4969364,379064179,4.110566737393676,155.0,302.0,153.0,9.0,80.0,156.0,210.0,201.0,346.0,263.0,1963
103,47982930#0,25349748#0,2.248307848388125,22.0,42.0,79.0,133.0,179.0,219.0,253.0,270.0,275.0,236.0,2837
104,47374249,44128866,31.87187338207469,1.0,0.0,25.0,252.0,916.0,1310.0,1151.0,707.0,339.0,179.0,5001
105,52026998,197094385#0,29.12497093283285,1.0,10.0,139.0,289.0,515.0,743.0,735.0,845.0,736.0,485.0,5001
106,172431723,201669212#2,27.953774804184533,1.0,0.0,15.0,155.0,519.0,917.0,1169.0,925.0,628.0,343.0,5001
107,1022350974,-172345924#1,0.7219631417197795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
108,24759602#1,62045164#1,2.567809204339411,137.0,285.0,440.0,705.0,956.0,748.0,481.0,221.0,117.0,72.0,4227
109,-47374204#1,722583957,33.29598933924883,1.0,0.0,40.0,341.0,1105.0,1413.0,1052.0,577.0,265.0,124.0,5001
110,46607766,-401027764#3,3.635009841337516,33.0,89.0,327.0,402.0,864.0,557.0,315.0,98.0,54.0,6.0,2749
111,-248637522#7,53420585#5,1.824298843083832,32.0,69.0,159.0,157.0,175.0,90.0,38.0,6.0,5.0,3.0,734
112,499911570#0,690046120,4.239972059693148,22.0,51.0,79.0,76.0,80.0,111.0,145.0,149.0,117.0,78.0,1297
113,44157799#0,335067365#0-AddedOffRampEdge,2.8821613804677946,57.0,103.0,321.0,323.0,358.0,287.0,297.0,190.0,146.0,133.0,4036
114,49811535,86187934,1.8258692256545528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
115,34427441,166651390#0,14.017866503863557,1.0,7.0,241.0,974.0,1475.0,1182.0,679.0,306.0,98.0,28.0,5001
116,15495453#1,44722486,1.285938011031171,7.0,10.0,5.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,46
117,-378108605,-33421760#2,12.451193381478776,130.0,181.0,273.0,281.0,408.0,592.0,759.0,733.0,523.0,409.0,4990
118,329347624,195987489#0,4.87124544481203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,832595481,931673333,24.306399613448047,1.0,0.0,6.0,75.0,304.0,676.0,800.0,805.0,755.0,575.0,5001
120,-378950430#3,1106797693#2,13.866181015869778,1.0,1.0,5.0,107.0,299.0,704.0,989.0,1060.0,818.0,496.0,5001
121,1086753710,14580806#0,4.052254175568291,95.0,479.0,967.0,1063.0,743.0,542.0,479.0,346.0,172.0,66.0,4989
122,32382158#1,997572377#0,23.397527393574755,1.0,0.0,42.0,212.0,475.0,569.0,479.0,381.0,405.0,412.0,5001
123,257917686#1,23231510#2,1.162572400655965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
124,30654403#4,-167107651#5,2.714804668914669,25.0,124.0,253.0,262.0,159.0,97.0,95.0,81.0,50.0,15.0,1164
125,-364266021#6,201673016#2,13.193613017467868,1.0,11.0,68.0,232.0,526.0,819.0,906.0,792.0,680.0,462.0,5001
126,520623302,283846970,10.333885126217815,33.0,140.0,266.0,452.0,465.0,571.0,593.0,540.0,403.0,359.0,4733
127,30337183#2,-172431732,3.087068713186884,135.0,510.0,1113.0,947.0,550.0,584.0,428.0,259.0,126.0,67.0,4869
128,122220672#0,286045453,5.139970488218444,2.0,43.0,207.0,441.0,640.0,687.0,670.0,623.0,540.0,375.0,5001
129,1022982873,-45336748#1,1.2275735130508374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
130,302022998,575728051,21.62407809037964,1.0,1.0,45.0,248.0,618.0,718.0,775.0,687.0,691.0,537.0,5001
131,698849922,770270882,1.8176893758179549,9.0,10.0,12.0,27.0,17.0,15.0,1.0,0.0,0.0,0.0,91
132,912309235,-167107651#5,2.350442061256115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
133,54358752#0,-33806786#6,0.6725068653313108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
134,-45336762#2,-148958918#3,19.347327859075765,1.0,0.0,33.0,120.0,265.0,404.0,405.0,406.0,337.0,328.0,5001
135,832595481,-201673021,17.220491686545834,1.0,5.0,28.0,191.0,525.0,839.0,1144.0,954.0,667.0,399.0,5001
136,280020566#12,-577584841,10.85059055550044,64.0,300.0,746.0,1094.0,1014.0,724.0,389.0,244.0,126.0,81.0,5000
137,44128866,100966855,28.96751414124796,1.0,0.0,14.0,175.0,606.0,924.0,1061.0,837.0,624.0,374.0,5001
138,55936539,284579951#0-AddedOnRampEdge,11.461346241242437,20.0,206.0,477.0,572.0,640.0,572.0,498.0,368.0,332.0,228.0,4452
139,323217056#0,191703317#0,1.5468926048107638,8.0,6.0,9.0,24.0,16.0,20.0,12.0,12.0,2.0,2.0,112
140,39894345#0,209670389-AddedOnRampEdge,1.1473766243481178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
141,299456211,299450990,1.3185456845657604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
142,-45336710,329347629,1.5679984870248225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
143,135078592#0,-144277374#1,3.0466731871545734,97.0,225.0,282.0,292.0,334.0,367.0,282.0,161.0,97.0,44.0,2215
144,435135674,-135761271,8.492063860217977,27.0,178.0,443.0,705.0,756.0,723.0,622.0,561.0,357.0,254.0,5001
145,192125787#2,-899831802,24.48080203438132,3.0,21.0,66.0,167.0,417.0,597.0,678.0,715.0,712.0,585.0,5001
146,23911310,278404514#0,8.031579639191657,1.0,3.0,12.0,49.0,148.0,276.0,430.0,641.0,695.0,747.0,5001
147,4968774,329347634,19.69464851811288,1.0,1.0,92.0,665.0,1157.0,948.0,713.0,633.0,469.0,227.0,5001
148,-4514646#2,283656592#0,1.175419037117276,26.0,54.0,93.0,257.0,248.0,197.0,199.0,155.0,95.0,55.0,1424
149,23312905#0,30803042,2.8044977167740583,390.0,400.0,365.0,360.0,379.0,314.0,206.0,132.0,78.0,54.0,3935
150,30138383,27676424,2.215923016435179,49.0,133.0,301.0,474.0,706.0,758.0,698.0,504.0,395.0,285.0,4817
151,4968774,26603867#0-AddedOnRampEdge,2.1195805346328744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
152,134572428,-228692787,12.590584906782288,1.0,12.0,100.0,332.0,698.0,914.0,864.0,660.0,533.0,412.0,5001
153,-340151719#1,21860096#0,6.74500116224581,28.0,128.0,207.0,322.0,459.0,513.0,562.0,562.0,490.0,442.0,5001
154,-265305087,23300079#0,0.7290533385312384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
155,627449949,201672003,14.667165140870148,1.0,1.0,43.0,220.0,548.0,854.0,1050.0,852.0,573.0,360.0,5001
156,154586010,52834984,1.8687017359743825,20.0,58.0,140.0,282.0,202.0,170.0,92.0,44.0,27.0,25.0,1254
157,27956887#1,-44722483#1,11.977107244496676,1.0,7.0,20.0,95.0,238.0,392.0,484.0,459.0,460.0,456.0,5001
158,976047960,201673008#20,12.367626263053918,3.0,10.0,71.0,238.0,517.0,717.0,713.0,706.0,583.0,524.0,5001
159,900439225#2,-356117986,1.3480295192224918,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8
160,273083695#0,370461996#0,17.850797217691166,1.0,0.0,26.0,194.0,464.0,715.0,734.0,627.0,510.0,439.0,5001
161,120066566,114333620#0,12.739521446556724,7.0,121.0,432.0,713.0,700.0,617.0,519.0,357.0,286.0,218.0,5001
162,33806837#0,-93933759#1,11.57265593495703,2.0,38.0,196.0,460.0,734.0,754.0,650.0,486.0,363.0,319.0,5001
163,-114457620#2,118229496,7.0484922824917815,2.0,15.0,80.0,171.0,326.0,370.0,393.0,348.0,338.0,342.0,5001
164,4968774,201673008#0,3.3583450715340635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
165,-15972072#7,-273773805#1,5.275209991332442,38.0,353.0,605.0,815.0,785.0,530.0,466.0,347.0,273.0,215.0,4719
166,276956371#0,1051205981,8.52962345902807,13.0,85.0,233.0,260.0,224.0,210.0,292.0,457.0,664.0,708.0,5001
167,264886972#0,32004953#0,0.6758570456234093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168,587824507,80477591,8.462041556594366,1.0,59.0,188.0,369.0,519.0,560.0,530.0,486.0,394.0,323.0,4996
169,112426164#0,203091599#0,9.552099990666932,2.0,61.0,239.0,426.0,524.0,558.0,533.0,543.0,479.0,389.0,5001
170,-280661221,306151277#0,4.797110586107636,366.0,1212.0,1058.0,797.0,585.0,333.0,102.0,31.0,10.0,0.0,4494
171,-387622998#1,-228690431#1,0.855259295294033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172,900439226,-201671811#7,1.5654781743573774,2.0,5.0,4.0,5.0,8.0,15.0,13.0,6.0,2.0,0.0,60
173,28298172#0,802438416,2.9202423674508986,32.0,163.0,477.0,709.0,547.0,368.0,275.0,384.0,419.0,341.0,4443
174,8132086#0,248637520,13.676013402850156,1.0,11.0,123.0,381.0,526.0,670.0,631.0,721.0,598.0,488.0,5001
175,-345241766#2,95108509,3.1365431463370066,140.0,556.0,754.0,697.0,637.0,547.0,425.0,281.0,177.0,111.0,4524
176,4968774,378108605,2.8625164427724745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177,39894343#0,33268412#0,3.799918704353769,33.0,239.0,541.0,602.0,671.0,674.0,634.0,515.0,362.0,209.0,4655
178,-427006708#1,339710133#0,3.751117326464225,28.0,28.0,1.0,46.0,162.0,115.0,4.0,32.0,61.0,40.0,517
179,202050744#0,294556833,2.066184394423356,1.0,1.0,1.0,3.0,8.0,17.0,25.0,41.0,46.0,38.0,525
180,25121578,299891425,6.875620549015325,188.0,536.0,863.0,827.0,727.0,542.0,308.0,188.0,98.0,42.0,4346
181,145038657#0,-52008011#1,1.5661612465429229,7.0,17.0,41.0,73.0,89.0,85.0,79.0,87.0,79.0,68.0,790
182,848208121,172431733,22.557647528905967,1.0,0.0,1.0,66.0,320.0,618.0,876.0,892.0,746.0,588.0,5001
183,520623302,914166001,5.593886671343853,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
184,-266478006,268593258#0,2.457913024050934,28.0,144.0,246.0,405.0,490.0,495.0,520.0,511.0,471.0,422.0,4990
185,94946899#0,29414970#2,12.486174077932668,1.0,0.0,8.0,55.0,133.0,412.0,672.0,876.0,852.0,794.0,5001
186,25802990#0,-501735416#1,3.091604652332141,15.0,36.0,63.0,118.0,219.0,245.0,304.0,315.0,295.0,318.0,3053
187,591311355#0,22821253,24.516281586542217,1.0,7.0,170.0,584.0,780.0,578.0,405.0,275.0,220.0,254.0,5001
188,85864384,85859580,2.816452546210752,206.0,426.0,653.0,597.0,417.0,226.0,116.0,62.0,29.0,11.0,3736
189,199418330#1,353028458#0,4.82731996700058,435.0,1406.0,999.0,1084.0,501.0,286.0,108.0,41.0,17.0,14.0,4894
190,24526859,23679475#0,3.775214531235709,5.0,40.0,189.0,464.0,746.0,787.0,622.0,434.0,271.0,128.0,3852
191,33830647#2,197094385#0,21.137311893120945,15.0,38.0,193.0,505.0,739.0,894.0,862.0,717.0,512.0,307.0,5001
192,191315600#3,-55350480,1.3109568320208618,25.0,13.0,7.0,21.0,42.0,49.0,24.0,19.0,18.0,12.0,246
193,196208760,55351264#0,1.723614986392222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194,23659537#3,1051205981,21.39998632288559,1.0,2.0,26.0,129.0,244.0,394.0,515.0,578.0,608.0,574.0,5001
195,-899831802,256706446,23.272781495220727,1.0,1.0,16.0,166.0,479.0,697.0,795.0,805.0,647.0,494.0,5001
196,330815711,1001164592,2.244733916939269,4.0,5.0,4.0,23.0,26.0,61.0,46.0,70.0,27.0,16.0,290
197,244564998,23679589#0,4.212122318239253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
198,15972072#0,44130918,18.207150260354133,1.0,0.0,28.0,208.0,617.0,1055.0,1190.0,935.0,563.0,256.0,5001
199,196204257,55936539-AddedOnRampEdge,1.225980876488816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200,52118696,114457618,1.56907722308826,8.0,10.0,11.0,4.0,7.0,29.0,28.0,2.0,21.0,32.0,288
201,264609079#0,236789965,12.606245761664011,1.0,11.0,64.0,234.0,519.0,618.0,657.0,581.0,515.0,476.0,5001
202,258260115#0,30150133,12.590702521757464,1.0,0.0,6.0,49.0,222.0,487.0,813.0,960.0,956.0,634.0,5001
203,-997572377#8,658279899-AddedOnRampEdge,23.28814288137956,1.0,1.0,15.0,131.0,312.0,469.0,564.0,545.0,537.0,571.0,5001
204,116051208,274919604-AddedOffRampEdge,2.7252303725220544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
205,528121816,22736051#3,3.0887592329264586,63.0,225.0,407.0,469.0,507.0,456.0,472.0,498.0,441.0,391.0,4784
206,-577584841,197094385#0,6.363823953304946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
207,997572387,50953028#1,11.33006387812356,8.0,68.0,182.0,301.0,370.0,443.0,440.0,401.0,417.0,388.0,5001
208,24490288,703831244,2.3635719587714683,10.0,17.0,48.0,64.0,106.0,96.0,110.0,55.0,30.0,14.0,559
209,248034443,156559116#0-AddedOnRampEdge,6.096010713841381,196.0,361.0,670.0,897.0,854.0,597.0,474.0,286.0,179.0,88.0,4703
210,329347631,259714471#4,3.5003487594563274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
211,1036789795,913274110,0.8946413677572614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
212,-124521997#2,1044592784,7.969232521817624,2.0,13.0,33.0,89.0,182.0,254.0,370.0,436.0,527.0,622.0,5001
