,origin,destination,euclidean,nb_paths,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths
0,272783623#0,286609080,1.0180386982226524,158,8.0,12.0,24.0,20.0,23.0,14.0,15.0,17.0,11.0,8.0
1,95111031,246809608#0,10.57865112450651,9993,1.0,29.0,259.0,613.0,862.0,1029.0,980.0,868.0,723.0,664.0
2,386676734,203671036#0,3.399317307840953,4155,0.0,14.0,72.0,255.0,745.0,686.0,394.0,349.0,515.0,455.0
3,-401644797,14580806#4,10.298718793687378,10001,7.0,43.0,185.0,500.0,883.0,1222.0,1553.0,1492.0,1270.0,1028.0
4,29026696#1,-23231510#1,2.5196786780177125,1066,4.0,4.0,20.0,40.0,50.0,88.0,125.0,122.0,107.0,138.0
5,145038657#0,-52008011#1,1.5661612465429229,1720,7.0,17.0,43.0,78.0,93.0,103.0,113.0,142.0,152.0,157.0
6,1092670931#3,-156964938,10.500878841387404,9997,3.0,13.0,106.0,351.0,545.0,672.0,702.0,729.0,735.0,707.0
7,25303226,1096344364#0,1.9675879050830625,7826,251.0,450.0,837.0,865.0,1014.0,947.0,883.0,708.0,537.0,414.0
8,-378950430#9,274928868,1.7798158956070491,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-55641550#6,-59547535#3,1.8790115499710969,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,211285108#0,537191925#0-AddedOnRampEdge,2.102937942767328,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,26626092,141209709#1,2.821880029666288,5639,74.0,624.0,1844.0,1081.0,695.0,561.0,371.0,168.0,85.0,85.0
12,-30337183#2,274572885,2.1606645418693544,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,353028462#0,342649440#2-AddedOffRampEdge,30.1012288404888,10001,1.0,0.0,49.0,478.0,1459.0,2382.0,2173.0,1519.0,866.0,520.0
14,196204239#0,24552235,1.3150557165311365,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,41427654,62253979#1-AddedOnRampEdge,21.735144895468096,10001,1.0,1.0,29.0,177.0,502.0,790.0,935.0,1050.0,1123.0,1165.0
16,183876915#0,286609082#0,0.9458920709533292,312,11.0,23.0,27.0,31.0,28.0,37.0,41.0,46.0,30.0,18.0
17,-25802990#1,949167488,5.354119473064847,7690,268.0,1311.0,1331.0,753.0,515.0,285.0,142.0,49.0,20.0,84.0
18,24526859,350878471,0.6933065304392709,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,274074305#0,274433578,18.44311275125239,10001,1.0,0.0,10.0,42.0,187.0,379.0,663.0,960.0,1311.0,1401.0
20,-44074555#0,60699028#0,0.8888479824893836,474,7.0,6.0,19.0,43.0,54.0,76.0,86.0,89.0,41.0,37.0
21,-900439225#0,378108605,2.0619143522419985,97,6.0,2.0,2.0,0.0,0.0,8.0,6.0,6.0,0.0,0.0
22,36723555,186120827#0,0.4547173457216792,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,50097371,-25133812,6.156781716864062,9982,861.0,2098.0,2503.0,2425.0,1384.0,563.0,130.0,18.0,0.0,0.0
24,95111067,-170130525,1.2258434494821226,1121,34.0,44.0,38.0,120.0,209.0,146.0,125.0,205.0,102.0,43.0
25,24692878#0,-42777816,1.4047515368101458,1556,7.0,12.0,24.0,75.0,94.0,280.0,149.0,321.0,163.0,201.0
26,-196204263#1,377388793,6.07758866049747,9681,76.0,298.0,848.0,1517.0,1766.0,1381.0,990.0,832.0,879.0,559.0
27,4968774,248637556,2.231184511154153,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,264612106#0,32059406,8.230906536405772,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,250732283#0,370461996#0,20.121158782098465,10001,1.0,1.0,42.0,293.0,765.0,1362.0,1521.0,1528.0,1307.0,1068.0
30,668139707,24754174#1,3.2325135155268594,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-374296236#1,-339710341,8.662522796301067,9999,39.0,156.0,311.0,832.0,1387.0,1900.0,1818.0,1418.0,928.0,566.0
32,-302251249#2,-148958918#3,4.659024920994191,7784,539.0,1462.0,1673.0,1672.0,1071.0,522.0,272.0,164.0,111.0,85.0
33,668139707,26192705#3,5.429266451092423,4510,59.0,238.0,230.0,871.0,803.0,360.0,398.0,410.0,289.0,237.0
34,-900439225#2,624242875,1.4029764575387738,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,264430286#0,-78009545#2,8.594234143151564,10001,2.0,39.0,317.0,852.0,1256.0,1475.0,1409.0,1271.0,1022.0,836.0
36,-267022269,-34761131#7,19.55520290096077,10001,1.0,1.0,57.0,268.0,776.0,1195.0,1461.0,1340.0,1192.0,1001.0
37,447706830,565727007#3,10.52063061467879,9984,52.0,277.0,677.0,1026.0,1304.0,1299.0,1163.0,1100.0,936.0,736.0
38,662872415,849448258#2,6.894989684588439,6313,363.0,562.0,1041.0,1409.0,1038.0,736.0,460.0,306.0,181.0,102.0
39,-183217907#1,-236789965,9.049804521434446,10001,96.0,324.0,515.0,715.0,982.0,1186.0,1198.0,1196.0,1107.0,873.0
40,-252472885#0,-1028638193,1.091071669568114,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,145123632#0,94963031,2.223018173873122,6795,468.0,1138.0,1404.0,1400.0,1029.0,716.0,360.0,174.0,80.0,20.0
42,273815522,59995451#0,2.761273364041492,2901,67.0,189.0,205.0,172.0,293.0,464.0,420.0,290.0,291.0,213.0
43,191702416,1030407888#0,8.846756157270107,10001,7.0,72.0,359.0,867.0,1285.0,1454.0,1455.0,1252.0,1027.0,745.0
44,185455061#0,109077968,1.0251251128494336,17,1.0,0.0,3.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0
45,120226225,-4857361#11,2.137639622395532,6593,39.0,190.0,474.0,657.0,682.0,568.0,583.0,623.0,655.0,614.0
46,241070868,26192703#0,0.951229753494223,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-427605572#3,283787587#0,17.110331752756778,10001,1.0,0.0,18.0,134.0,491.0,809.0,1247.0,1403.0,1413.0,1255.0
48,-45774385#2,209670389-AddedOnRampEdge,0.9372037241910012,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,280227937#5,339710130#0,5.122218514218877,9226,465.0,1060.0,659.0,448.0,989.0,1329.0,1308.0,1236.0,783.0,503.0
50,202443142#3,350878471,23.327228530595484,10001,1.0,0.0,17.0,230.0,793.0,1594.0,1881.0,1706.0,1438.0,1040.0
51,241070868,1028638193,19.109205662884865,10001,1.0,5.0,45.0,228.0,515.0,781.0,829.0,719.0,614.0,461.0
52,184290231,-42465208#1,3.2320024389750155,9125,52.0,425.0,1021.0,1492.0,1607.0,1314.0,1156.0,833.0,578.0,403.0
53,378465226#0,-342853447#2,15.08836065442912,10001,1.0,3.0,81.0,363.0,792.0,1130.0,1430.0,1415.0,1322.0,1069.0
54,-44308005#0,44722491,1.599533269978074,25,8.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
55,329347636,27549173,3.7004958299486135,763,4.0,1.0,0.0,3.0,2.0,8.0,2.0,18.0,31.0,54.0
56,44776737#0,274938263#0,0.7314574993747703,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,16967169#3,-30018725#0,2.102590873207148,9396,23.0,76.0,152.0,279.0,329.0,446.0,595.0,773.0,850.0,881.0
58,25802990#0,-44308005#0,1.4567504351101963,978,3.0,4.0,14.0,38.0,56.0,94.0,115.0,120.0,54.0,33.0
59,45831503#1,60787937,1.1701430354508848,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,243051430#2,169770004#0,7.196603578838307,9999,43.0,284.0,799.0,1209.0,1479.0,1349.0,1129.0,1009.0,761.0,529.0
61,353028458#0,-172410734#5,1.795513506683129,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,172431733,-167107651#5,1.4728998091727292,435,13.0,32.0,124.0,139.0,78.0,42.0,7.0,0.0,0.0,0.0
63,-45255244#15,-109077968,11.75873239704689,10001,27.0,114.0,336.0,598.0,763.0,816.0,741.0,666.0,715.0,829.0
64,51730640,96071996#0,1.201883446696822,65,1.0,1.0,3.0,2.0,2.0,4.0,8.0,4.0,5.0,8.0
65,29165244,30149776,1.5548255436715976,1760,23.0,40.0,90.0,121.0,124.0,182.0,224.0,230.0,187.0,198.0
66,-145123632#2,30337183#1,11.866508238940987,10001,1.0,31.0,278.0,385.0,506.0,605.0,618.0,669.0,750.0,886.0
67,329347636,568674277,4.847623101757474,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,668139707,271131034,5.811706999103136,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,271410528,236789965,6.200006192580407,9157,350.0,1315.0,2243.0,1905.0,1145.0,641.0,467.0,320.0,249.0,192.0
70,434350348#0,273814495,2.680054764129099,6271,944.0,2734.0,1953.0,538.0,81.0,14.0,4.0,3.0,0.0,0.0
71,30336752#2,537191925#1-AddedOnRampEdge,2.0805478752393123,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,340526122,-257917686#1,1.216210374862815,22,4.0,4.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
73,120066566,189333224#2,1.7689401733890482,12,3.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
74,4969364,263638824,10.020661419556196,9945,292.0,515.0,718.0,1060.0,1369.0,1419.0,1359.0,1105.0,807.0,541.0
75,267219951#0,350878471,12.033838196743757,8668,2.0,101.0,398.0,831.0,1095.0,1107.0,977.0,722.0,596.0,495.0
76,-264651287#1,-353002775#3,7.469818342464645,9997,14.0,127.0,355.0,600.0,827.0,881.0,929.0,913.0,944.0,886.0
77,-273933015,565718382,2.6433082112245474,1561,68.0,80.0,221.0,197.0,287.0,221.0,137.0,96.0,45.0,20.0
78,353012710#0,-203301254,15.609518901015493,10001,1.0,25.0,178.0,774.0,1560.0,1869.0,1691.0,1397.0,1136.0,726.0
79,188742270,58444810#0,1.1085447901725476,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,394317168,30337183#1,26.30313924801252,10001,1.0,0.0,57.0,400.0,1209.0,1886.0,1782.0,1380.0,1062.0,828.0
81,299456211,1008827546#1,2.6431155507900668,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,25802990#0,25802994,1.3234876693885027,435,3.0,1.0,3.0,6.0,7.0,18.0,33.0,48.0,61.0,61.0
83,15969108#1,34761282#4,16.230448185715247,10001,1.0,25.0,150.0,549.0,1234.0,1764.0,1916.0,1462.0,1054.0,710.0
84,591311355#0,370411957#0,6.257742250448172,8720,341.0,1748.0,2240.0,1549.0,969.0,494.0,335.0,239.0,223.0,149.0
85,1125247879#0,520743848,26.882115866562746,10001,1.0,2.0,42.0,144.0,394.0,699.0,1039.0,1329.0,1474.0,1453.0
86,301388491#0,23561564,4.535736429321605,4092,74.0,144.0,260.0,366.0,330.0,424.0,483.0,418.0,404.0,419.0
87,-953042437#2,398235708,1.370105659014336,1253,7.0,21.0,50.0,97.0,126.0,147.0,192.0,176.0,118.0,86.0
88,14580803#0,44157788#2,10.42289493046088,10001,14.0,108.0,384.0,929.0,1547.0,1965.0,1733.0,1358.0,799.0,526.0
89,1012809774#0,-899831802,27.545937653537568,10001,1.0,11.0,180.0,886.0,1611.0,2033.0,1705.0,1212.0,848.0,538.0
90,394316203,30336998#0,4.169181876621068,2177,287.0,189.0,4.0,345.0,345.0,226.0,148.0,206.0,168.0,103.0
91,43760392#1,166475251#0,2.849580199206524,8693,119.0,388.0,580.0,785.0,875.0,1076.0,1149.0,1093.0,875.0,618.0
92,4969364,-442465063#2,26.189245443792764,10001,1.0,2.0,50.0,413.0,1082.0,1622.0,1529.0,1264.0,1021.0,807.0
93,-55641550#11,195650730#0,2.0703175022211364,5608,0.0,59.0,437.0,838.0,842.0,704.0,968.0,754.0,487.0,279.0
94,397978443#5,202405278,10.690139574202298,9991,329.0,566.0,510.0,650.0,917.0,1129.0,1126.0,982.0,866.0,735.0
95,-565727007#4,-900439225#0,19.05434060702189,10001,2.0,11.0,153.0,718.0,1799.0,2427.0,2159.0,1446.0,827.0,310.0
96,4969364,-428181340,23.116803051529203,9994,47.0,70.0,161.0,316.0,624.0,1009.0,1269.0,1376.0,1334.0,1218.0
97,4968774,-722586614#2,1.8650112015795324,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,50923032#0,624242875,20.859559186336952,10001,1.0,5.0,35.0,327.0,929.0,1419.0,1544.0,1548.0,1354.0,1158.0
99,134383650#0,273272866#0,0.9830509474381866,57,0.0,0.0,3.0,6.0,2.0,3.0,5.0,13.0,3.0,14.0
100,14580806#2,30336959#2,3.368240626849866,6597,53.0,178.0,292.0,219.0,199.0,349.0,451.0,582.0,658.0,630.0
101,852174433,26603867#0,22.28878441223837,10001,1.0,2.0,104.0,424.0,858.0,1378.0,1768.0,1859.0,1368.0,970.0
102,-11479251#2,154635209,11.85481553141429,10001,1.0,0.0,2.0,64.0,369.0,997.0,1519.0,1801.0,1767.0,1422.0
103,1086753709,32597220#0,16.012558275979934,10001,1.0,2.0,102.0,246.0,506.0,762.0,890.0,852.0,737.0,616.0
104,250328447,1043587206#0,2.5762687107983027,1740,50.0,226.0,409.0,372.0,268.0,259.0,129.0,23.0,4.0,0.0
105,181156628#0,44128866,13.05785390685709,9999,7.0,202.0,584.0,1045.0,1066.0,911.0,805.0,863.0,881.0,856.0
106,-211314861#19,172431710#3,18.391629664395506,10001,8.0,35.0,93.0,202.0,310.0,548.0,991.0,1444.0,1844.0,1685.0
107,196204239#0,-186340805#2,2.608778742948233,7497,99.0,296.0,523.0,552.0,442.0,484.0,865.0,1013.0,722.0,524.0
108,95141872,690046120,5.922098092819419,8593,71.0,555.0,1384.0,1400.0,1299.0,1055.0,712.0,459.0,291.0,239.0
109,854843001#0,1076004492#1,10.381102660744864,9999,38.0,71.0,260.0,1008.0,1873.0,1710.0,1386.0,1049.0,858.0,697.0
110,44722521#0,-44124733#0,18.721047435263003,10001,1.0,1.0,69.0,331.0,625.0,906.0,1475.0,1673.0,1587.0,1293.0
111,329347631,-33830645,24.337555776837792,10001,2.0,176.0,331.0,750.0,1223.0,1206.0,911.0,698.0,665.0,613.0
112,4968774,378108605,2.8625164427724745,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,668139707,-25941412#2,4.252647799415995,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,45666776,-201671811#6,10.17589715108759,9138,145.0,420.0,652.0,838.0,715.0,834.0,964.0,995.0,932.0,853.0
115,169327608#0,-263386385#1,1.137098193640738,1423,15.0,14.0,97.0,150.0,174.0,222.0,209.0,180.0,162.0,75.0
116,379064172#0,-26012112#1,6.869575608249979,9748,77.0,406.0,1073.0,1717.0,1924.0,1626.0,1197.0,754.0,451.0,269.0
117,44934223#2,339607735,3.990435286011068,7438,112.0,353.0,391.0,406.0,703.0,708.0,442.0,301.0,351.0,379.0
118,161364982,51051477,1.6131159699355784,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,-302251249#2,63404079#0,4.250883570393738,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,591311355#0,156964938,1.4391312597598709,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,85521035#0,-59547535#3,1.2599820562414277,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,264651278#0,44307994#0,5.675161003413706,9925,58.0,362.0,885.0,1125.0,1367.0,1465.0,1363.0,1091.0,790.0,486.0
123,-248637522#5,292731230,10.587296433186603,9943,86.0,231.0,506.0,1026.0,1491.0,1671.0,1513.0,1280.0,871.0,552.0
124,-302024346#1,44722491,1.7615132564287204,248,9.0,7.0,10.0,7.0,17.0,23.0,37.0,32.0,21.0,20.0
125,62232911#0,201671813#0,17.40992909300003,10001,1.0,1.0,54.0,294.0,688.0,942.0,1207.0,1243.0,1254.0,1201.0
126,1036789795,120066542,0.3449031764442193,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,154819929,-1096344366,2.1937743162555168,6104,61.0,261.0,444.0,664.0,688.0,638.0,608.0,543.0,480.0,437.0
128,4968774,196664113#0,16.293779976384997,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,30018295,4620824,21.370948069805955,10001,1.0,7.0,115.0,482.0,867.0,1249.0,1544.0,1501.0,1222.0,902.0
130,24811513,394317170,12.736618830333269,9065,387.0,780.0,1398.0,1242.0,698.0,625.0,684.0,654.0,584.0,403.0
131,244564998,29026050#5,3.8014356094530415,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,26947379#0,72457595,1.4052724938852812,23,2.0,5.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
133,280020566#12,206898034#0,1.7751710578124336,1299,7.0,22.0,106.0,184.0,247.0,129.0,34.0,10.0,0.0,7.0
134,900439225#2,34761131#5,2.188543344727769,60,6.0,10.0,4.0,0.0,8.0,16.0,12.0,4.0,0.0,0.0
135,1012809774#0,-900439225#2,27.4758090122234,10001,1.0,11.0,210.0,845.0,1585.0,1913.0,1747.0,1299.0,885.0,580.0
136,4969364,-623182790#3,2.063735868554604,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,25121431,-30336999#0,6.836290503490405,9681,196.0,1007.0,1812.0,2074.0,1653.0,1197.0,745.0,369.0,206.0,170.0
138,144284409#0,-899831802,8.369125004167515,9683,335.0,1284.0,2517.0,2324.0,1727.0,906.0,392.0,140.0,45.0,7.0
139,135024885#0,264113551,1.1317548695141582,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,45336710,340526122,1.3696174342297032,222,3.0,2.0,20.0,18.0,25.0,4.0,1.0,9.0,18.0,51.0
141,595924776#0,330209038,0.9366396403767532,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,172282531#0,82246495,2.2595625415157903,3874,119.0,217.0,344.0,364.0,481.0,598.0,494.0,342.0,281.0,282.0
143,4969364,-201673014#0,2.9013831118299303,1847,12.0,42.0,72.0,11.0,0.0,0.0,0.0,0.0,1.0,98.0
144,-77767390#4,201673012#8,14.108835879295958,10001,3.0,5.0,93.0,314.0,776.0,1279.0,1674.0,1545.0,1330.0,1015.0
145,-154819909,41432210#1,3.425309990511518,1537,8.0,44.0,126.0,280.0,357.0,255.0,159.0,107.0,89.0,49.0
146,-30965239#2,-192223850#3,0.8980732847718981,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,154635206#0,95104351#0,1.468753539859473,1021,1.0,1.0,15.0,49.0,57.0,159.0,168.0,191.0,214.0,96.0
148,49806848#0,195650730#0,1.4243988163980614,1657,9.0,8.0,39.0,62.0,44.0,160.0,100.0,177.0,232.0,200.0
149,-103010230#6,264523485#0,7.2033460626608585,10001,1.0,8.0,50.0,159.0,337.0,528.0,768.0,1008.0,1117.0,1179.0
150,55936540,-940482583#1,0.5786826866779189,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,240181965#2,329347640,2.742821636907215,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,25802990#0,196664112#0,1.814687375660052,1861,8.0,24.0,41.0,85.0,114.0,169.0,245.0,300.0,240.0,150.0
153,340526137,-154819909,0.90980640070006,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,-140582502#1,-29026237#2,2.0788742722173663,4069,33.0,148.0,332.0,505.0,629.0,681.0,580.0,453.0,310.0,176.0
155,280474398,427786302,2.346285192310972,3520,29.0,110.0,222.0,318.0,289.0,228.0,189.0,183.0,231.0,300.0
156,698849922,-29026703#2,1.74523100702331,99,3.0,16.0,6.0,12.0,24.0,24.0,14.0,0.0,0.0,0.0
157,-232256747#1,-210627752,4.258961472961927,8599,177.0,683.0,1303.0,1643.0,1487.0,1267.0,903.0,584.0,309.0,135.0
158,50323113,-62993887#0,12.621996420581423,9989,1.0,20.0,250.0,597.0,905.0,950.0,900.0,789.0,735.0,704.0
159,189145628#2,982171265#0,1.4758565186082366,110,4.0,19.0,41.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
160,24959676,44157799#0,1.7494144556540747,4690,15.0,123.0,225.0,168.0,273.0,370.0,491.0,408.0,406.0,469.0
161,656358507#0,44128866,12.605466321555122,10001,18.0,199.0,724.0,1732.0,2359.0,2223.0,1367.0,780.0,364.0,131.0
162,4968774,248637519,2.2336902860724024,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,142373485#1,-1096344366,2.080473595369547,6667,21.0,130.0,303.0,426.0,487.0,498.0,480.0,362.0,304.0,350.0
164,264900309,-34761131#0,17.464791121262447,10001,1.0,5.0,81.0,453.0,1059.0,1604.0,1750.0,1469.0,1122.0,775.0
165,98362718,264623858#0,4.36766852419772,9446,96.0,557.0,1053.0,1222.0,1214.0,1038.0,904.0,888.0,849.0,669.0
166,241070868,-264684345,1.166188679074369,20,2.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
167,-166475244,-1020687118#2,5.653077286261425,9996,60.0,376.0,885.0,1284.0,1339.0,1262.0,1045.0,984.0,705.0,550.0
168,-252472885#0,284577714#1-AddedOnRampEdge,3.801389057348157,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,329347636,23762260#0,7.314651863132109,9354,320.0,1253.0,1210.0,1381.0,1494.0,970.0,487.0,338.0,364.0,337.0
170,81130474,30637144,1.28310048102157,434,6.0,34.0,40.0,49.0,76.0,92.0,50.0,36.0,45.0,5.0
171,-29088186#1,109077968,8.24871857244602,9005,597.0,2541.0,2318.0,1222.0,769.0,613.0,396.0,241.0,154.0,76.0
172,205565354#2,4594588#0,3.2644276161676373,9777,67.0,295.0,596.0,1230.0,1694.0,1730.0,1415.0,996.0,640.0,443.0
173,178170799#0,275913164#0,0.7740718161707785,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,350878472,343973644#21,3.503274794227456,443,1.0,0.0,0.0,28.0,32.0,10.0,1.0,3.0,1.0,21.0
175,-323217245#3,-236789965,22.389345673147293,10001,1.0,2.0,31.0,148.0,389.0,1027.0,1596.0,1849.0,1653.0,1215.0
176,-43760376,264623835#0-AddedOnRampEdge,19.399575901769406,10001,1.0,0.0,3.0,38.0,199.0,590.0,1059.0,1361.0,1500.0,1420.0
177,-30654177#2,-236789965,19.406773370393964,10001,2.0,4.0,70.0,256.0,535.0,870.0,1093.0,1198.0,1330.0,1299.0
178,166651390#0,1005203818,10.9157863744228,10001,4.0,5.0,93.0,465.0,1051.0,1628.0,1824.0,1635.0,1288.0,904.0
179,30610909,1043587208,13.96479170696294,9743,221.0,300.0,275.0,370.0,541.0,724.0,874.0,1054.0,1083.0,1115.0
180,138515901#0,201668559,20.19039624010227,10001,1.0,6.0,119.0,513.0,966.0,1167.0,1272.0,1266.0,1322.0,1087.0
181,25303224#0,329347634,4.015043949173497,4198,2.0,0.0,0.0,0.0,0.0,3.0,57.0,51.0,135.0,39.0
182,4969364,172345924#3,30.11820585407195,10001,1.0,0.0,30.0,293.0,931.0,1578.0,1818.0,1671.0,1355.0,937.0
183,1086753666,4620824,30.847993568151963,10001,1.0,4.0,73.0,344.0,827.0,1371.0,1801.0,1732.0,1486.0,1053.0
184,4969364,30654177#0,30.571151496024623,10001,1.0,0.0,45.0,361.0,1072.0,1759.0,1828.0,1648.0,1270.0,873.0
185,698849920,44722508#4,0.7733513110986006,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,46953715,-1112991990,5.819267894524321,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,166651390#0,41952924-AddedOnRampEdge,1.7159833834800156,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,23634532#0,-236789965,12.98893943113606,10001,1.0,2.0,22.0,164.0,534.0,982.0,1314.0,1433.0,1405.0,1254.0
189,52026998,51729264#0,3.951100926489133,8701,35.0,124.0,290.0,448.0,542.0,587.0,602.0,647.0,605.0,634.0
190,250328448,-29088194#1,13.83533137691165,9972,325.0,513.0,322.0,124.0,157.0,448.0,975.0,1558.0,1538.0,1428.0
191,353017350,690314228,1.4674139933882937,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,-39893905,166039363#0,1.2307358774539956,1460,9.0,21.0,53.0,61.0,82.0,90.0,88.0,85.0,47.0,124.0
193,45336711#0,623182790#4,18.985469332606684,10001,1.0,0.0,24.0,275.0,1074.0,2018.0,2436.0,1942.0,1252.0,629.0
194,25236612,30150133,7.8074021483961475,10001,11.0,223.0,791.0,1458.0,1640.0,1366.0,1054.0,853.0,732.0,613.0
195,957107410,155423499#2,1.6322274413130382,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,4969364,34761131#5,3.1223098087320964,447,30.0,25.0,184.0,90.0,100.0,13.0,5.0,0.0,0.0,0.0
197,4969364,997572377#0,31.88881437614426,10001,1.0,1.0,19.0,283.0,1155.0,2163.0,2263.0,1715.0,1139.0,641.0
198,45336713,-23792234#0,2.143880607919138,4628,143.0,269.0,407.0,485.0,510.0,512.0,381.0,348.0,346.0,426.0
199,587824505,52005845#1-AddedOnRampEdge,10.341081463412465,9596,2.0,80.0,426.0,795.0,898.0,1285.0,1131.0,848.0,589.0,551.0
200,1086753710,-252472885#2,0.6854283659056362,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,109077968,457204708#0,19.19846315378459,9988,390.0,603.0,641.0,545.0,429.0,505.0,616.0,779.0,915.0,976.0
202,698849917,75538657,2.5911207476799385,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,687286791,246809608#0,10.907276961403952,10001,2.0,142.0,736.0,1335.0,1748.0,1637.0,1516.0,1135.0,800.0,525.0
204,25688334,-26272940#1,1.6985254588010308,1463,2.0,1.0,5.0,3.0,11.0,27.0,15.0,90.0,43.0,56.0
205,244564998,210456867,4.900105274531535,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,802438416,-353003961#1,2.5817918265071405,6786,162.0,463.0,674.0,1265.0,1288.0,1226.0,930.0,430.0,240.0,84.0
207,1079242089,375779408#1,2.9843629449673563,5529,10.0,13.0,57.0,87.0,179.0,191.0,386.0,710.0,755.0,463.0
208,323217056#0,-35272280,0.91182190333955,28,3.0,13.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
209,275004228#0,271129048,17.404672841384198,10001,1.0,0.0,3.0,45.0,224.0,610.0,934.0,1037.0,1035.0,1011.0
